DATE,TMIN,TMAX,TAVG
2017-05-05,16.6,28,22.3
2017-05-06,27.6,,
2017-05-08,19.2,29.4,24.3
2017-05-09,23.8,,
2017-05-10,16.9,27.4,22.15
2017-05-11,17.4,27.5,22.45
2017-05-12,18.5,,
2017-05-14,18.5,,
2017-05-15,18.5,26.4,22.45
2017-05-16,17.4,28,22.7
2017-05-17,18,27.4,22.7
2017-05-18,18.5,28.2,23.35
2017-05-19,19.4,27.8,23.6
2017-05-20,18.6,29.3,23.95
2017-05-21,28.2,,
2017-05-22,17.5,30,23.75
2017-05-23,29.4,,
2017-05-24,18.9,30.5,24.7
2017-05-26,19.2,26.8,23
2017-05-27,19,27.6,23.3
2017-05-28,18.5,29.6,24.05
2017-05-29,18,30.7,24.35
2017-05-30,20.4,25.5,22.95
2017-05-31,18.9,28,23.45
2017-06-02,28,,
2017-06-03,28,,
2017-06-04,20.2,31,25.6
2017-06-05,21.3,30.6,25.95
2017-06-06,21,,
2017-06-07,29.6,,
2017-06-08,20.2,24.8,22.5
2017-06-13,20.2,28.4,24.3
2017-06-14,20.5,31.2,25.85
2017-06-15,28.6,,
2017-06-18,20.6,,
2017-06-19,20,27.6,23.8
2017-06-20,20.6,25.3,22.95
2017-06-21,20,26.8,23.4
2017-06-22,20.5,28,24.25
2017-06-23,20.4,27.8,24.1
2017-06-24,20.8,,
2017-06-25,28.8,,
2017-06-26,21.6,28.6,25.1
2017-06-27,28.5,,
2017-06-29,21.3,27,24.15
2017-07-01,20.5,27.6,24.05
2017-07-02,28.5,,
2017-07-03,21.8,27.8,24.8
2017-07-04,20.8,27.4,24.1
2017-07-05,21,28.3,24.65
2017-07-06,21.5,26.9,24.2
2017-07-07,20.8,28.8,24.8
2017-07-08,21.5,28,24.75
2017-07-09,21.6,27,24.3
2017-07-10,20.7,28.1,24.4
2017-07-11,20.8,23.6,22.2
2017-07-12,20.4,27.5,23.95
2017-07-13,19.7,29.1,24.4
2017-07-14,28.4,,
2017-07-15,28.7,,
2017-07-16,21.5,28.8,25.15
2017-07-17,21.6,30.2,25.9
2017-07-20,31.4,,
2017-07-21,21,27.8,24.4
2017-07-22,21,29.4,25.2
2017-07-23,20.8,26.7,23.75
2017-07-24,27.6,,
2017-07-26,20.3,27.7,24
2017-07-27,21,29.3,25.15
2017-07-29,21.5,27.2,24.35
2017-07-30,20.5,28.5,24.5
2017-07-31,20.7,28.4,24.55
2017-08-01,20.9,27.2,24.05
2017-08-05,21.8,29.4,25.6
2017-08-06,22,28.6,25.3
2017-08-07,21.9,27.4,24.65
2017-08-16,20.5,27.7,24.1
2017-08-18,20.4,28.7,24.55
2017-08-19,21.3,28.7,25
2017-08-20,21.3,27.8,24.55
2017-08-22,21.1,26.4,23.75
2017-08-23,29.7,,
2017-08-24,21.4,29.4,25.4
2017-08-25,21.2,29,25.1
2017-08-26,21.2,29.5,25.35
2017-08-27,21,24.5,22.75
2017-08-28,20.9,29.8,25.35
2017-08-29,19.9,28.4,24.15
2017-08-30,28.3,,
2017-09-01,28.5,,
2017-09-02,19.6,26.6,23.1
2017-09-03,19.6,26.2,22.9
2017-09-04,27.5,,
2017-09-05,20.7,27.8,24.25
2017-09-06,19.4,28.4,23.9
2017-09-07,28.5,,
2017-09-09,20.8,28.4,24.6
2017-09-10,27.7,,
2017-09-11,19.5,27.2,23.35
2017-09-12,20.2,27.7,23.95
2017-09-13,28.3,,
2017-09-14,19.2,28,23.6
2017-09-15,20,28.5,24.25
2017-09-16,20.7,29.6,25.15
2017-09-17,21.3,31,26.15
2017-09-18,20,28.1,24.05
2017-09-19,20.2,,
2017-09-20,20.7,25.5,23.1
2017-09-21,19.6,28,23.8
2017-09-22,33.6,,
2017-09-23,19.5,28.7,24.1
2017-09-24,21.3,,
2017-09-25,28,,
2017-09-26,28.6,,
2017-09-27,17.9,29,23.45
2017-09-28,19.5,28.3,23.9
2017-09-29,20.4,28,24.2
2017-09-30,19.3,27.4,23.35
2017-10-01,20,27.1,23.55
2017-10-02,20,26.4,23.2
2017-10-03,19,27.9,23.45
2017-10-06,19.8,30.2,25
2017-10-07,19.5,,
2017-10-08,18.8,28,23.4
2017-10-09,29.5,,
2017-10-10,20.1,,
2017-10-11,18.7,24.5,21.6
2017-10-12,18.5,28.6,23.55
2017-10-13,18.4,,
2017-10-14,19.6,26.8,23.2
2017-10-16,17.4,26.5,21.95
2017-10-18,16.4,29.6,23
2017-10-19,16.4,,
2017-10-20,16.2,25.6,20.9
2017-10-23,17.5,24.8,21.15
2017-10-24,14.6,25.2,19.9
2017-10-25,14,24.7,19.35
2017-10-26,13.5,23.5,18.5
2017-10-27,14.3,,
2017-10-28,14.4,24.4,19.4
2017-10-29,26.5,,
2017-11-05,13.2,,
2017-11-07,13,25.2,19.1
2017-11-08,13.2,25.9,19.55
2017-11-09,12.4,25.2,18.8
2017-11-10,25,,
2017-11-11,12.5,24.3,18.4
2017-11-12,11.8,,
2017-11-13,12,24,18
2017-11-14,12,24.1,18.05
2017-11-15,12,24,18
2017-11-16,11.8,24.3,18.05
2017-11-17,11.9,24.3,18.1
2017-11-18,12.2,,
2017-11-19,12.7,23.9,18.3
2017-11-20,12.9,23.9,18.4
2017-11-21,12.7,22.5,17.6
2017-11-23,10.6,,
2017-11-24,10.6,21.9,16.25
2017-11-25,10.8,22.6,16.7
2017-11-26,11.3,22.7,17
2017-11-27,10.8,21.8,16.3
2017-11-28,10.5,20.8,15.65
2017-11-30,9.8,21,15.4
2017-12-01,9.5,22.4,15.95
2017-12-04,9.9,22,15.95
2017-12-05,10.4,22.8,16.6
2017-12-06,21.8,,
2017-12-07,10.2,22.4,16.3
2017-12-08,10.5,23.3,16.9
2017-12-09,11.4,24.5,17.95
2017-12-10,24.5,,
2017-12-11,24,,
2017-12-12,11.6,23.3,17.45
2017-12-13,10.7,22.7,16.7
2017-12-14,21.5,,
2017-12-15,9.5,21.3,15.4
2017-12-16,10.3,21.5,15.9
2017-12-17,9.6,20.8,15.2
2017-12-18,21.2,,
2017-12-19,10.2,21.2,15.7
2017-12-20,22.5,,
2017-12-21,10.7,21.7,16.2
2017-12-22,10.3,21.3,15.8
2017-12-23,20.7,,
2017-12-24,21.3,,
2017-12-25,9.6,22.6,16.1
2017-12-26,9.8,23.2,16.5
2017-12-27,9.3,,
2017-12-29,8.6,22.2,15.4
2017-12-30,8.5,21.6,15.05
2017-12-31,8.6,21.5,15.05
2018-01-01,8.8,21.4,15.1
2018-01-02,8.5,21.4,14.95
2018-01-03,7.8,20.1,13.95
2018-01-04,7.7,20,13.85
2018-01-05,19.1,,
2018-01-06,5.8,19.1,12.45
2018-01-07,17.5,,
2018-01-08,4,17,10.5
2018-01-09,18.5,,
2018-01-10,5.4,18.8,12.1
2018-01-11,5.9,18.5,12.2
2018-01-12,6.5,19.5,13
2018-01-13,8,20.4,14.2
2018-01-14,8,19.8,13.9
2018-01-15,8.4,20.5,14.45
2018-01-16,7.5,20.5,14
2018-01-17,21,,
2018-01-19,8,20.6,14.3
2018-01-20,3.6,20.4,12
2018-01-21,8.9,,
2018-01-22,9.3,21.5,15.4
2018-01-23,8.9,21.7,15.3
2018-01-24,9.1,19,14.05
2018-01-25,19.3,,
2018-01-26,7,18.5,12.75
2018-01-29,5.8,18,11.9
2018-01-30,7.2,17.6,12.4
2018-01-31,19.4,,
2018-02-01,8,20,14
2018-02-02,8.9,20,14.45
2018-02-03,9.4,19.5,14.45
2018-02-04,8.7,19.7,14.2
2018-02-05,9.4,20.2,14.8
2018-02-06,18.8,,
2018-02-07,10.2,21.5,15.85
2018-02-08,9.5,20.4,14.95
2018-02-10,8,19.6,13.8
2018-02-11,8.4,19.6,14
2018-02-12,9.3,,
2018-02-13,10.4,21.5,15.95
2018-02-14,22.5,,
2018-02-15,8.4,21,14.7
2018-02-16,8.8,,
2018-02-17,11,21.9,16.45
2018-02-18,10.1,21.4,15.75
2018-02-19,10.3,20.7,15.5
2018-02-20,21.1,,
2018-02-21,10.6,22,16.3
2018-02-22,10.8,22,16.4
2018-02-23,11.3,22.6,16.95
2018-02-24,11.9,22.7,17.3
2018-02-25,12.8,24.4,18.6
2018-02-26,13.3,23.1,18.2
2018-02-27,13.6,,
2018-02-28,23.6,,
2018-03-02,13.6,23.2,18.4
2018-03-03,11.8,25,18.4
2018-03-05,14.4,,
2018-03-06,15.6,24.9,20.25
2018-03-07,11.7,24.9,18.3
2018-03-08,12.5,24.8,18.65
2018-03-09,13,25.2,19.1
2018-03-10,12.8,,
2018-03-11,12.8,25,18.9
2018-03-12,23.3,,
2018-03-13,11.5,22,16.75
2018-03-14,13.8,24.3,19.05
2018-03-15,14,23.5,18.75
2018-03-16,14.2,26.6,20.4
2018-03-17,13.7,25.6,19.65
2018-03-18,11.6,24.2,17.9
2018-03-19,25.6,,
2018-03-20,14,25,19.5
2018-03-21,16,25.6,20.8
2018-03-22,15,27.1,21.05
2018-03-23,14.1,27.4,20.75
2018-03-24,13.4,27.2,20.3
2018-03-25,25.7,,
2018-03-26,15.3,26.6,20.95
2018-03-28,15.6,25.9,20.75
2018-03-29,15.2,,
2018-03-30,14.6,24,19.3
2018-03-31,13.8,24,18.9
2018-04-01,13,27,20
2018-04-02,29.4,,
2018-04-07,16,27,21.5
2018-04-08,27.6,,
2018-04-09,14.6,25,19.8
2018-04-10,15.8,26,20.9
2018-04-11,15,,
2018-04-12,17.6,,
2018-04-13,15.6,25.5,20.55
2018-04-15,27.4,,
2018-04-16,16.3,25.6,20.95
2018-04-18,15.7,25.4,20.55
2018-04-19,15.5,24.9,20.2
2018-04-20,16.4,24.9,20.65
2018-04-21,15.8,26.1,20.95
2018-04-22,17.2,26.4,21.8
2018-04-23,26.4,,
2018-04-24,16.4,26.4,21.4
2018-04-25,16.7,26.5,21.6
2018-04-26,17.4,26,21.7
2018-04-27,14.4,27.1,20.75
2018-04-28,15.9,25.2,20.55
2018-04-29,16.9,26.5,21.7
2018-04-30,15.8,22.8,19.3
2018-05-01,15,26,20.5
2018-05-02,16.4,26,21.2
2018-05-03,17.3,25.3,21.3
2018-05-04,24.7,,
2018-05-05,24,,
2018-05-06,18,24.6,21.3
2018-05-07,18.8,25.5,22.15
2018-05-08,18,27,22.5
2018-05-10,17.4,26.6,22
2018-05-11,26.2,,
2018-05-12,18.2,,
2018-05-13,18.5,25.7,22.1
2018-05-14,16,21.9,18.95
2018-05-15,15.3,25.6,20.45
2018-05-16,17,25.8,21.4
2018-05-17,26.2,,
2018-05-18,18,26,22
2018-05-19,18.4,26.6,22.5
2018-05-20,18.9,27.2,23.05
2018-05-21,19.5,27.7,23.6
2018-05-22,20.9,26.7,23.8
2018-05-24,20.4,27.4,23.9
2018-05-26,28.6,,
2018-05-27,29.1,,
2018-05-28,28,,
2018-05-31,18.2,28.4,23.3
2018-06-01,19.6,27.5,23.55
2018-06-02,19.5,,
2018-06-03,19.7,27,23.35
2018-06-04,14.3,,
2018-06-05,20.8,30.1,25.45
2018-06-07,21.1,28.5,24.8
2018-06-08,23.4,,
2018-06-09,20.3,29.6,24.95
2018-06-10,21,30.8,25.9
2018-06-11,21.5,29.8,25.65
2018-06-12,20.8,28.3,24.55
2018-06-13,21.4,28.3,24.85
2018-06-14,20.3,27.6,23.95
2018-06-15,21,27.9,24.45
2018-06-17,19.9,26.2,23.05
2018-06-18,26.6,,
2018-06-19,21,,
2018-06-20,22.2,28.4,25.3
2018-06-21,21.3,28.8,25.05
2018-06-22,29.5,,
2018-06-23,21.8,28.6,25.2
2018-06-24,28.8,,
2018-06-25,20.8,26.8,23.8
2018-06-26,21.5,29.2,25.35
2018-06-27,21.9,28.5,25.2
2018-06-28,20.5,28.2,24.35
2018-06-29,20.7,27.5,24.1
2018-06-30,20.7,28.2,24.45
2018-07-01,20.9,25.7,23.3
2018-07-02,20.5,23.8,22.15
2018-08-03,27.1,,
2018-08-05,21.4,30,25.7
2018-08-06,21.6,31.5,26.55
2018-08-09,29,,
2018-08-10,21,27.6,24.3
2018-08-14,21.1,29.4,25.25
2018-09-13,19.9,26.5,23.2
2018-11-07,11,23.4,17.2
2018-11-08,11.9,24.2,18.05
2018-11-11,11.5,23.8,17.65
2018-11-14,11.4,26.5,18.95
2018-11-15,22.4,,
2018-11-16,22,,
2018-11-18,9.8,,
2018-11-19,10,21.4,15.7
2018-11-21,11,22.2,16.6
2018-11-22,22.7,,
2018-11-23,11,23.4,17.2
2018-11-24,10.5,23.2,16.85
2018-11-25,10.6,24.4,17.5
2018-11-26,10.3,23.5,16.9
2018-11-27,10.6,23.6,17.1
2018-11-28,10.6,22.7,16.65
2018-11-29,10.6,22.8,16.7
2018-11-30,11.3,22.1,16.7
2018-12-02,10.3,22.6,16.45
2018-12-03,10.1,21.5,15.8
2018-12-04,9.7,22,15.85
2018-12-05,10.1,21.4,15.75
2018-12-06,9.2,,
2018-12-07,9.2,21.2,15.2
2018-12-08,8,20.6,14.3
2018-12-10,8.5,21.9,15.2
2018-12-11,8.1,22.2,15.15
2018-12-13,8.4,22.4,15.4
2018-12-14,22.6,,
2018-12-15,22.5,,
2018-12-16,8.1,23.3,15.7
2018-12-17,11,19.1,15.05
2018-12-18,10.6,,
2018-12-19,6.8,19.5,13.15
2018-12-20,7.4,19.2,13.3
2018-12-22,21.1,,
2018-12-23,22,,
2018-12-27,7.5,18,12.75
2018-12-28,6.4,17.8,12.1
2018-12-30,5.6,19.4,12.5
2018-12-31,6.6,19,12.8
2019-01-01,5.9,19.2,12.55
2019-01-02,20.3,,
2019-01-03,6,18.7,12.35
2019-01-04,5.3,17.6,11.45
2019-01-05,6.4,19.5,12.95
2019-01-06,21,,
2019-01-07,8.3,19.4,13.85
2019-01-10,6,18.8,12.4
2019-01-11,7,,
2019-01-12,7.5,,
2019-01-14,7.7,20,13.85
2019-01-15,7,18.9,12.95
2019-01-16,6.9,21.5,14.2
2019-01-17,7.7,20.6,14.15
2019-01-18,8.3,20.5,14.4
2019-01-19,19.7,,
2019-01-20,8.5,21.5,15
2019-01-22,8.7,22,15.35
2019-01-25,18.5,,
2019-01-26,10.4,20.4,15.4
2019-01-27,9,,
2019-01-28,8.5,22,15.25
2019-01-29,7.1,20.5,13.8
2019-01-30,5.6,19.9,12.75
2019-01-31,19.5,,
2019-02-01,10.3,22.4,16.35
2019-02-03,8.7,21,14.85
2019-02-04,8.5,21.2,14.85
2019-02-05,9.8,21.7,15.75
2019-02-06,10.2,22,16.1
2019-02-07,21,,
2019-02-08,11,17.5,14.25
2019-02-10,5.2,18.6,11.9
2019-02-11,7.9,20,13.95
2019-02-12,8.7,21.7,15.2
2019-02-13,9.4,23,16.2
2019-02-14,10.5,,
2019-02-15,12,22.2,17.1
2019-02-16,7.4,,
2019-02-17,7.4,18.8,13.1
2019-02-20,9.8,20.5,15.15
2019-02-21,12,21,16.5
2019-02-22,11.2,21.7,16.45
2019-02-23,22.7,,
2019-02-24,11.8,23,17.4
2019-02-25,11.2,20.7,15.95
2019-02-26,9.8,22,15.9
2019-02-27,10.5,16.8,13.65
2019-02-28,8.7,16.5,12.6
2019-03-02,7.6,19.7,13.65
2019-03-03,22,,
2019-03-04,9.8,22.1,15.95
2019-03-05,10.5,21.5,16
2019-03-06,10.1,21.4,15.75
2019-03-07,8.6,21.6,15.1
2019-03-09,9,22,15.5
2019-03-10,10.5,23.6,17.05
2019-03-11,12,23.4,17.7
2019-03-12,11.7,25.7,18.7
2019-03-14,14.1,26.1,20.1
2019-03-15,15,26.5,20.75
2019-03-16,14.6,26.9,20.75
2019-03-17,13.4,,
2019-03-18,15.1,25.3,20.2
2019-03-19,9.3,24.4,16.85
2019-03-20,12,24.8,18.4
2019-03-21,12.5,25.3,18.9
2019-03-22,13.5,27.1,20.3
2019-03-23,24.8,,
2019-03-24,25.4,,
2019-03-25,15.8,24.8,20.3
2019-03-26,12.2,21.2,16.7
2019-03-27,12,24.3,18.15
2019-03-28,13.5,26,19.75
2019-03-29,16,26,21
2019-03-30,17,26.6,21.8
2019-03-31,15,24.6,19.8
2019-04-01,24.8,,
2019-04-02,14.6,26,20.3
2019-04-03,15,24.1,19.55
2019-04-04,15.4,24.4,19.9
2019-04-07,23.2,,
2019-04-09,14.5,23.1,18.8
2019-04-10,14.8,26.6,20.7
2019-04-11,15.7,26.6,21.15
2019-04-12,16.2,27.4,21.8
2019-04-13,18.4,,
2019-04-14,27,,
2019-04-15,16.5,,
2019-04-16,17.7,26.4,22.05
2019-04-18,16,26.8,21.4
2019-04-19,15.3,27.7,21.5
2019-04-20,14.3,,
2019-04-21,16.7,27.6,22.15
2019-04-22,15.5,26,20.75
2019-04-23,12.7,27.2,19.95
2019-04-24,17,28.7,22.85
2019-04-25,18.2,28.7,23.45
2019-04-26,16.8,29.9,23.35
2019-04-27,20,28.6,24.3
2019-04-28,18.9,29.6,24.25
2019-04-29,28.4,,
2019-04-30,18.3,29.5,23.9
2019-05-01,18.7,31.5,25.1
2019-05-02,18.7,29.6,24.15
2019-05-03,19,25.5,22.25
2019-05-04,18,21,19.5
2019-05-06,16.5,28.8,22.65
2019-05-07,18,29.7,23.85
2019-05-08,18.5,28.2,23.35
2019-05-09,18.5,28.5,23.5
2019-05-10,19.7,29.5,24.6
2019-05-11,19.8,30,24.9
2019-05-12,30.4,,
2019-05-13,15.4,,
2019-05-14,18.4,27.5,22.95
2019-05-15,28.5,,
2019-05-16,17,27,22
2019-05-17,18.5,27.5,23
2019-05-19,18.5,29,23.75
2019-05-20,18.7,29.4,24.05
2019-05-21,15.6,28,21.8
2019-05-22,18.7,28.5,23.6
2019-05-23,27,,
2019-05-25,19,27,23
2019-05-27,19.3,29.2,24.25
2019-05-28,19,,
2019-05-29,19.5,28.7,24.1
2019-05-30,17.4,28,22.7
2019-05-31,17.7,,
2019-06-01,19.3,28.5,23.9
2019-06-02,19,29.5,24.25
2019-06-03,18.3,29.2,23.75
2019-06-04,18.5,28.6,23.55
2019-06-05,20.6,28.9,24.75
2019-06-06,21,27.4,24.2
2019-06-07,20.5,29.7,25.1
2019-06-08,20.5,28.2,24.35
2019-06-09,20.5,28.7,24.6
2019-06-10,20.4,30.6,25.5
2019-06-11,18.9,29.1,24
2019-06-12,20.4,30.4,25.4
2019-06-13,21.2,32.2,26.7
2019-06-14,31.2,,
2019-06-16,22.4,30.2,26.3
2019-06-18,20,29.5,24.75
2019-06-19,30.3,,
2019-06-20,29.8,,
2019-06-21,20.9,33.7,27.3
2019-06-22,21.5,31.6,26.55
2019-06-23,21.6,29.5,25.55
2019-06-24,22,31.9,26.95
2019-06-25,22.5,28.4,25.45
2019-06-26,23,27.1,25.05
2019-06-27,20.8,25.4,23.1
2019-06-28,30.8,,
2019-06-30,22,31.2,26.6
2019-07-01,20.4,32.6,26.5
2019-07-02,32.6,,
2019-07-03,22,28.7,25.35
2019-07-04,21.4,32.5,26.95
2019-07-06,21.6,31.4,26.5
2019-07-07,30.5,,
2019-07-08,21.4,28.2,24.8
2019-07-09,20.6,27.2,23.9
2019-07-10,21.6,25,23.3
2019-07-11,20.6,22.5,21.55
2019-07-12,19.8,24.5,22.15
2019-07-13,18.9,21.4,20.15
2019-07-14,19.5,23.3,21.4
2019-07-15,19.2,26.5,22.85
2019-07-16,19.6,28.4,24
2019-07-17,19.6,29.2,24.4
2019-07-18,21.4,,
2019-07-19,29.8,,
2019-07-21,21.5,26.4,23.95
2019-07-22,28.6,,
2019-07-23,25.6,,
2019-07-24,21.2,25.3,23.25
2019-07-25,26,,
2019-07-27,20.9,29.5,25.2
2019-07-28,21.6,31,26.3
2019-07-29,21.5,30,25.75
2019-07-30,20.8,29,24.9
2019-07-31,20.5,28.8,24.65
2019-08-01,20.4,29.5,24.95
2019-08-02,20,,
2019-08-03,20.9,29.8,25.35
2019-08-04,21.2,30,25.6
2019-08-05,21.8,30.8,26.3
2019-08-06,21.7,33.5,27.6
2019-08-07,30.4,,
2019-08-08,21.2,30,25.6
2019-08-09,20.8,29.2,25
2019-08-10,20.5,29.6,25.05
2019-08-12,21.3,33,27.15
2019-08-13,20.6,31.4,26
2019-08-14,22,31.5,26.75
2019-08-16,21.6,28.8,25.2
2019-08-17,21.5,28.6,25.05
2019-08-18,21.2,29.8,25.5
2019-08-19,21.4,29.3,25.35
2019-08-20,20.3,30.3,25.3
2019-08-21,20.2,30.4,25.3
2019-08-22,20.5,30.7,25.6
2019-08-23,21,,
2019-08-25,20.2,31.6,25.9
2019-08-26,21,31.5,26.25
2019-08-27,20.4,30.4,25.4
2019-08-28,31.7,,
2019-08-29,20.8,30.4,25.6
2019-08-30,21.8,30.2,26
2019-08-31,21,30.2,25.6
2019-09-01,21.4,31.3,26.35
2019-09-02,32,,
2019-09-05,21.2,28.9,25.05
2019-09-06,20.6,30,25.3
2019-09-07,20.6,30.7,25.65
2019-09-08,21.5,27.8,24.65
2019-09-09,20.6,29.5,25.05
2019-09-10,21,30,25.5
2019-09-11,30.6,,
2019-09-12,21.2,31.3,26.25
2019-09-13,20.4,26.1,23.25
2019-09-14,20.2,29.5,24.85
2019-09-15,19,29.2,24.1
2019-09-16,20.4,27.2,23.8
2019-09-17,19.4,25.4,22.4
2019-09-18,19.5,23.2,21.35
2019-09-19,18.7,29,23.85
2019-09-21,19,28.5,23.75
2019-09-22,19.1,,
2019-09-23,19.8,28.3,24.05
2019-09-24,19.4,27.4,23.4
2019-09-25,19.5,24,21.75
2019-09-26,18.7,26.7,22.7
2019-09-27,18.3,27.2,22.75
2019-09-28,21.2,,
2019-09-29,17.4,19.5,18.45
2019-09-30,17,24.7,20.85
2019-10-01,26.7,,
2019-10-02,18.6,25.4,22
2019-10-03,18.7,27.6,23.15
2019-10-05,18.4,27.5,22.95
2019-10-06,19.1,26.8,22.95
2019-10-08,17.9,27,22.45
2019-10-09,16.4,27.6,22
2019-10-10,16.9,26.6,21.75
2019-10-11,17,26.8,21.9
2019-10-12,16.6,26.4,21.5
2019-10-13,15.7,26.4,21.05
2019-10-14,26.8,,
2019-10-15,15,27.5,21.25
2019-10-16,27.4,,
2019-10-17,15.6,26.9,21.25
2019-10-18,15.9,27.6,21.75
2019-10-19,16.5,,
2019-10-20,17.2,22.8,20
2019-10-21,16.9,25.8,21.35
2019-10-22,15.9,26,20.95
2019-10-23,15.2,33.5,24.35
2019-10-24,16.4,,
2019-10-25,20.9,,
2019-10-26,25.5,,
2019-10-27,14.5,23.5,19
2019-10-29,14.3,25.5,19.9
2019-10-30,14,,
2019-10-31,25.7,,
2019-11-05,13,25.4,19.2
2019-11-06,13.5,24.6,19.05
2019-11-07,14.4,26,20.2
2019-11-08,14.5,27.7,21.1
2019-11-09,14.2,25,19.6
2019-11-11,15.6,23.7,19.65
2019-11-12,14.6,24.5,19.55
2019-11-13,14.8,25.8,20.3
2019-11-14,14.3,25.7,20
2019-11-15,14.8,26,20.4
2019-11-16,14.4,25.5,19.95
2019-11-17,14.8,,
2019-12-11,8.5,20,14.25
2019-12-12,9.3,18,13.65
2019-12-13,10.5,19.2,14.85
2019-12-14,9,18,13.5
2019-12-15,7.7,20,13.85
2019-12-17,7.5,19.4,13.45
2019-12-18,7.5,18,12.75
2019-12-19,7.2,19.9,13.55
2019-12-20,7.6,,
2019-12-21,7.5,19.7,13.6
2019-12-22,6.6,18.5,12.55
2019-12-23,6.5,19,12.75
2019-12-29,5.8,19.6,12.7
2019-12-30,5.5,20,12.75
2020-01-02,8,21.3,14.65
2020-01-06,16.5,,
2020-01-08,18.6,,
2020-01-09,7.4,19,13.2
2020-01-10,7,19.4,13.2
2020-01-11,6.5,,
2020-01-12,7,20.5,13.75
2020-01-13,7.2,20.6,13.9
2020-01-14,7.8,19.7,13.75
2020-01-15,7.4,,
2020-01-16,8.2,20,14.1
2020-01-17,10.2,13.2,11.7
2020-01-18,8.3,,
2020-01-19,7,20.1,13.55
2020-01-20,18.4,,
2020-01-21,18.6,,
2020-01-22,5.5,16.8,11.15
2020-01-23,4.8,15.7,10.25
2020-01-24,5.4,16,10.7
2020-01-25,5.6,17.5,11.55
2020-01-26,17.4,,
2020-01-27,6.9,18.5,12.7
2020-01-28,18,,
2020-01-29,7.5,19,13.25
2020-01-30,8,18.3,13.15
2020-01-31,8.1,18.6,13.35
2020-02-01,17,,
2020-02-02,6.5,18.1,12.3
2020-02-03,5.9,18,11.95
2020-02-06,6.7,18.8,12.75
2020-02-08,6.4,18.8,12.6
2020-02-11,7.5,20.5,14
2020-02-12,8,22.1,15.05
2020-02-13,8.5,22,15.25
2020-02-14,9.4,21.1,15.25
2020-02-15,10.3,20.6,15.45
2020-02-16,10.5,21.5,16
2020-02-17,21.3,,
2020-02-20,11.4,19.8,15.6
2020-02-21,11,21.1,16.05
2020-02-23,24,,
2020-02-24,11,24.1,17.55
2020-02-25,9.2,23,16.1
2020-02-26,9.2,15,12.1
2020-02-27,8,,
2020-02-28,10.2,21.5,15.85
2020-02-29,10.3,23,16.65
2020-03-01,10.8,23.4,17.1
2020-03-02,11.4,23.5,17.45
2020-03-03,10.3,22.8,16.55
2020-03-04,10.7,22.5,16.6
2020-03-05,10.6,23,16.8
2020-03-06,11.5,22.3,16.9
2020-03-07,11.4,24,17.7
2020-03-08,8.8,20.5,14.65
2020-03-09,11,,
2020-03-10,11.8,22.8,17.3
2020-03-11,11.9,23.6,17.75
2020-03-12,11.6,24.9,18.25
2020-03-15,10.6,24.6,17.6
2020-03-16,10.5,24.2,17.35
2020-03-18,11.5,23.6,17.55
2020-03-24,10.7,,
2020-03-25,25.4,,
2020-03-26,14.6,25.1,19.85
2020-03-27,15.8,25.1,20.45
2020-03-28,15.2,27,21.1
2020-03-29,14.6,27,20.8
2020-03-30,14.4,26,20.2
2020-03-31,15.8,26,20.9
2020-04-01,15.4,26.1,20.75
2020-04-02,12.2,26,19.1
2020-04-03,14,26,20
2020-04-04,13.9,26.8,20.35
2020-04-05,13.3,25.6,19.45
2020-04-06,27.1,,
2020-04-07,14.4,26.7,20.55
2020-04-08,15.2,28,21.6
2020-04-09,15.4,26.8,21.1
2020-04-10,13.4,27,20.2
2020-04-11,15.1,26.7,20.9
2020-04-12,15.1,24.5,19.8
2020-04-13,16.8,,
2020-04-14,16.7,27.5,22.1
2020-04-15,16.8,25.4,21.1
2020-04-16,15.5,,
2020-04-17,15.6,26,20.8
2020-04-18,15.6,25,20.3
2020-04-19,16.5,26.5,21.5
2020-04-20,15.8,27.3,21.55
2020-04-21,14.5,19.7,17.1
2020-04-22,13,23.5,18.25
2020-04-23,12.5,24.5,18.5
2020-04-24,14,24.3,19.15
2020-04-25,13.5,24.3,18.9
2020-04-27,15,26.4,20.7
2020-04-28,26,,
2020-04-29,15.2,25.5,20.35
2020-04-30,16,25.6,20.8
2020-05-01,16.7,26.4,21.55
2020-05-02,16.5,25.6,21.05
2020-05-03,16.5,28,22.25
2020-05-04,17.4,26.7,22.05
2020-05-05,16.6,25.5,21.05
2020-05-06,16.4,,
2020-05-07,13.3,25.9,19.6
2020-05-08,13.9,25.7,19.8
2020-05-09,15.3,27,21.15
2020-05-10,17.4,29,23.2
2020-05-11,17.4,24,20.7
2020-05-12,16.7,28.2,22.45
2020-05-13,17.4,27.7,22.55
2020-05-15,18.8,26,22.4
2020-05-16,19.9,25.6,22.75
2020-05-17,20,28.2,24.1
2020-05-19,17.5,28,22.75
2020-05-20,18.3,25.5,21.9
2020-05-21,18,25.3,21.65
2020-05-22,18.8,,
2020-05-24,19.6,27,23.3
2020-05-25,19.9,29.1,24.5
2020-05-26,18.7,31,24.85
2020-05-27,16.5,25.4,20.95
2021-01-20,10.2,19.6,14.9
2021-01-22,8.4,20.6,14.5
2021-01-23,8,20.5,14.25
2021-01-24,7.5,20,13.75
2021-01-25,7.5,19.6,13.55
2021-01-26,7.3,20.2,13.75
