Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.05.2021 14:45,29.6,699.4,753.9,-0.3,57,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altostratus translucidus.,Cirrostratus not progressively invading the sky and not entirely covering it.,7.0,20.1,,,,,,
18.05.2021 11:45,30.8,699.7,754.6,-0.3,50,,,,,, ,,,,,Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,19.2,,,,,,
18.05.2021 08:45,26.2,700.0,754.8,0.9,63,Wind blowing from the west-northwest,1,,,"90  or more, but not 100%", ,,,23.4,,Stratocumulus cumulogenitus.,50%.,300-600,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",7.0,18.7,No precipitation,24,,,,
18.05.2021 05:45,23.6,699.1,754.1,,73,"Calm, no wind",0,,,100%., ,,,,,Stratocumulus cumulogenitus.,50%.,300-600,Altostratus translucidus.,,6.0,18.4,,,,,,
17.05.2021 17:45,29.0,698.9,753.6,-0.8,53,,,,,, ,,,,31.7,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"Altocumulus of a chaotic sky, generally at several levels.",Cirrostratus not progressively invading the sky and not entirely covering it.,7.0,18.4,No precipitation,9,,,,
17.05.2021 14:45,30.2,699.7,754.3,-0.4,51,,,,,, ,,,,,Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",7.0,19.1,,,,,,
17.05.2021 11:45,31.0,700.1,754.8,0.0,46,,,,,, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.1,,,,,,
17.05.2021 08:45,26.4,700.1,754.8,0.7,65,"Calm, no wind",0,,,50%., ,,,22.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus castellanus or floccus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",8.0,19.3,No precipitation,24,,,,
17.05.2021 05:45,22.6,699.4,754.2,,70,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",6.0,16.9,,,,,,
16.05.2021 17:45,33.6,698.2,752.5,-0.7,32,Wind blowing from the west,1,,,20–30%., ,,,,35.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,14.9,No precipitation,9,,,,
16.05.2021 14:45,34.8,698.9,753.2,-1.2,34,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,10.0,16.5,,,,,,
16.05.2021 11:45,32.2,700.1,755.2,0.0,44,Wind blowing from the south,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,18.5,,,,,,
16.05.2021 08:45,26.8,700.1,755.2,1.3,65,Wind blowing from the south-southwest,1,,,"10%  or less, but not 0", ,,,20.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,19.7,No precipitation,24,,,,
16.05.2021 05:45,20.6,698.8,754.0,,85,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,17.9,,,,,,
15.05.2021 17:45,31.6,697.9,752.3,-0.3,43,,,,,, ,,,,33.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,17.5,No precipitation,9,,,,
15.05.2021 14:45,32.4,698.2,752.6,-0.9,40,Wind blowing from the south,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",10.0,17.1,,,,,,
15.05.2021 11:45,30.0,699.1,754.0,0.3,57,Wind blowing from the west-northwest,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,20.5,,,,,,
15.05.2021 08:45,26.8,698.8,754.3,1.3,64,Wind blowing from the east-southeast,1,,,no clouds, ,,,19.5,,,,,,,8.0,19.4,No precipitation,24,,,,
15.05.2021 05:45,19.6,697.5,753.1,,85,,,,,, ,,,,,,,"2500 or more, or no clouds.",,,6.0,16.9,,,,,,
14.05.2021 17:45,29.0,696.3,751.3,-1.3,50,Wind blowing from the south,1,,,no clouds, ,,,,30.0,,,,,,10.0,17.4,No precipitation,9,,,,
14.05.2021 14:45,29.6,697.6,752.6,-0.5,51,,,,,, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,18.4,,,,,,
14.05.2021 11:45,27.4,698.1,753.3,-0.3,61,Wind blowing from the south-southwest,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,19.1,,,,,,
14.05.2021 08:45,24.0,698.4,754.2,0.5,76,Wind blowing from the south,1,,,"10%  or less, but not 0", ,,,18.5,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,19.4,No precipitation,24,,,,
14.05.2021 05:45,18.8,697.9,753.7,,89,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6.0,17.0,,,,,,
13.05.2021 17:45,26.2,697.7,753.3,-0.7,61,Wind blowing from the south-southwest,1,,,60%.,"Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,28.0,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.0,No precipitation,9,,,,
13.05.2021 14:45,27.4,698.4,754.0,-0.5,55,,,,,, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,17.7,,,,,,
13.05.2021 11:45,26.0,698.9,754.5,-0.1,62,Wind blowing from the east,2,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8.0,18.1,,,,,,
13.05.2021 08:45,21.4,699.0,754.8,1.3,78,Wind blowing from the north-west,1,,,"90  or more, but not 100%", ,,,17.7,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altostratus translucidus.,Cirrostratus not progressively invading the sky and not entirely covering it.,8.0,17.3,29,24,,,,
13.05.2021 05:45,20.0,697.7,753.5,,75,,,,,, ,,,,,Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,15.4,,,,,,
12.05.2021 17:45,24.8,695.8,751.3,-1.2,69,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,29.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,18.8,0.6,9,,,,
12.05.2021 14:45,27.8,697.0,752.6,-1.0,67,Wind blowing from the west-northwest,1,,,60%.,Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",Cirrostratus not progressively invading the sky and not entirely covering it.,7.0,21.1,,,,,,
12.05.2021 11:45,25.6,698.0,753.6,-0.2,70,,,,,, ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,19.6,,,,,,
12.05.2021 08:45,18.6,698.2,753.7,0.2,89,Wind blowing from the east,2,,,100%.,"Drizzle, not freezing, intermittent, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,7.0,16.8,38,24,,,,
12.05.2021 05:45,18.8,698.0,753.2,,95,Wind blowing from the west,15,,,100%.,"Thunderstorm, heavy, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,200-300,Altostratus opacus or Nimbostratus.,,2.0,17.9,,,,,,
11.05.2021 17:45,20.6,697.9,753.4,,92,Wind blowing from the north,1,,,100%.,"Drizzle, not freezing, intermittent, slight at time of observation. ",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,30.4,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,19.2,5,9,,,,
11.05.2021 11:45,29.7,698.9,754.1,-0.3,60,Wind blowing from the east,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,21.1,,,,,,
11.05.2021 08:45,24.2,699.2,754.4,0.6,73,Wind blowing from the north,1,,,70 – 80%., ,,,20.7,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",7.0,19.0,No precipitation,24,,,,
11.05.2021 05:45,21.0,698.6,754.0,,87,,,,,, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.7,,,,,,
10.05.2021 17:45,28.6,697.9,752.9,-1.0,55,Wind blowing from the south-west,1,,,20–30%., ,,,,30.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.6,No precipitation,9,,,,
10.05.2021 14:45,30.2,698.9,754.0,-0.9,48,Wind blowing from the west,1,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.1,,,,,,
10.05.2021 11:45,28.2,699.8,755.2,0.1,55,"Calm, no wind",0,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.3,,,,,,
10.05.2021 08:45,23.4,699.7,755.1,,72,Wind blowing from the south-southeast,1,,,40%., ,,,18.5,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,18.1,6,24,,,,
10.05.2021 05:45,19.0,699.1,754.6,,91,"Calm, no wind",0,,,60%., ,,,,,Stratocumulus cumulogenitus.,40%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.5,,,,,,
09.05.2021 17:45,28.2,698.1,753.1,-1.5,63,Wind blowing from the east,1,,,50%., ,,,,31.0,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,20.4,No precipitation,9,,,,
09.05.2021 14:45,30.0,699.6,754.8,-1.6,54,Wind blowing from the south-southwest,1,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,19.6,,,,,,
