Local time in Darbhanga,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.04.2021 08:30,24.0,754.0,758.3,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,,,,4.0,21.0,,,,,,
01.04.2021 17:30,32.4,751.2,755.4,,70,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.2,,,,,,4.0,26.3,,,,,,
30.03.2021 08:30,25.0,,757.5,,77,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,,,,4.0,20.7,,,,,,
29.03.2021 08:30,25.6,,758.2,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,,,,4.0,20.7,,,,,,
28.03.2021 17:30,32.6,,754.9,,69,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.2,,,,,,4.0,26.2,,,,,,
28.03.2021 08:30,25.4,,757.5,,78,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,,,,,,,4.0,21.2,,,,,,
27.03.2021 17:30,32.2,,754.1,,69,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.2,,,,,,4.0,25.8,,,,,,
27.03.2021 08:30,25.0,,757.4,,77,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,,,,,,,4.0,20.7,,,,,,
26.03.2021 08:30,25.4,,758.2,,73,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,,,,4.0,20.2,,,,,,
25.03.2021 08:30,25.2,,758.2,,71,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,,,,,,,4.0,19.6,,,,,,
24.03.2021 17:30,32.6,,756.1,,69,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.2,,,,,,4.0,26.2,,,,,,
24.03.2021 08:30,25.4,,759.5,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,,,,,,,4.0,20.5,,,,,,
23.03.2021 17:30,31.4,,756.2,,67,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.8,,,,,,4.0,24.6,,,,,,
23.03.2021 08:30,25.0,,759.1,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,,,,4.0,20.4,,,,,,
22.03.2021 17:30,30.0,,755.5,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.0,,,,,,4.0,24.9,,,,,,
22.03.2021 08:30,25.2,,756.7,,78,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,,,,4.0,21.0,,,,,,
21.03.2021 08:30,25.0,,757.5,,77,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,,,,2.0,20.7,,,,,,
20.03.2021 08:30,24.8,,757.5,,82,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,19.6,,,,"2500 or more, or no clouds.",,,2.0,21.5,,,,,,
19.03.2021 17:30,30.6,,755.1,,70,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.6,,,,,,4.0,24.6,,,,,,
18.03.2021 08:30,23.6,,758.4,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,,,,2.0,19.9,,,,,,
17.03.2021 17:30,30.2,,755.7,,73,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,32.6,,,,,,4.0,24.8,,,,,,
17.03.2021 08:30,24.0,,759.3,,85,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,,,,2.0,21.3,,,,,,
16.03.2021 08:30,23.4,,758.5,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,,,,2.0,20.3,,,,,,
15.03.2021 17:30,25.6,,755.8,,74,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.6,,,,,,4.0,20.7,,,,,,
15.03.2021 08:30,22.0,,758.5,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,,,,2.0,19.2,,,,,,
14.03.2021 08:30,20.2,,759.9,,91,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,,,,2.0,18.6,,,,,,
13.03.2021 08:30,22.6,,763.0,,87,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,15.6,,,,"2500 or more, or no clouds.",,,2.0,20.4,,,,,,
12.03.2021 17:30,29.6,,759.1,,77,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,32.2,,,,,,4.0,25.1,,,,,,
07.03.2021 08:30,20.6,,759.5,,89,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,,,,,,,2.0,18.7,,,,,,
06.03.2021 17:30,29.0,,756.7,,75,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.0,,,,,,4.0,24.1,,,,,,
06.03.2021 08:30,20.0,,759.5,,87,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,,,,,,,2.0,17.7,,,,,,
05.03.2021 17:30,29.4,,755.8,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.2,,,,,,4.0,24.8,,,,,,
05.03.2021 08:30,20.4,,759.6,,87,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,,,,2.0,18.2,,,,,,
04.03.2021 17:30,27.0,,757.6,,71,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,30.0,,,,,,4.0,21.3,,,,,,
03.03.2021 08:30,22.8,,759.3,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,,,,2.0,19.7,,,,,,
02.03.2021 17:30,30.2,,756.6,,73,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,32.2,,,,,,4.0,24.8,,,,,,
02.03.2021 08:30,22.4,,759.4,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,,,,4.0,19.6,,,,,,
01.03.2021 17:30,29.8,,755.8,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.4,,,,,,4.0,24.7,,,,,,
01.03.2021 08:30,22.0,,759.4,,84,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,,,,4.0,19.2,,,,,,
28.02.2021 17:30,27.2,,756.7,,71,,,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.4,,,"2500 or more, or no clouds.",,,4.0,21.5,,,,,,
28.02.2021 08:30,20.8,,761.8,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,,,,2.0,17.9,,,,,,
27.02.2021 17:30,26.8,,757.7,,62,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.0,,,,,,4.0,19.0,,,,,,
26.02.2021 08:30,20.4,,760.9,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,,,,2.0,17.5,,,,,,
25.02.2021 17:30,28.2,,758.5,,72,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,30.2,,,,,,4.0,22.6,,,,,,
25.02.2021 08:30,19.6,,761.9,,88,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,,,,,,,2.0,17.6,,,,,,
24.02.2021 08:30,19.0,758.3,762.7,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,,,,2.0,16.3,,,,,,
23.02.2021 17:30,25.4,755.3,759.6,,70,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,29.8,,,,,,2.0,19.5,,,,,,
21.02.2021 17:30,25.7,755.3,759.6,,69,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,29.8,,,,,,2.0,19.6,,,,,,
21.02.2021 08:30,18.6,759.5,764.0,,88,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,,,,,,2.0,16.6,,,,,,
20.02.2021 17:30,24.8,756.6,760.9,,71,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,28.8,,,,,,2.0,19.2,,,,,,
20.02.2021 08:30,17.8,759.6,764.1,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,,,,2.0,15.8,,,,,,
19.02.2021 17:30,24.6,756.5,760.9,,71,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,27.6,,,,,,2.0,19.0,,,,,,
19.02.2021 08:30,18.4,759.6,764.1,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,,,,2.0,16.4,,,,,,
18.02.2021 17:30,24.2,755.3,759.7,,75,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,27.4,,,,,,2.0,19.5,,,,,,
18.02.2021 08:30,18.2,757.5,762.0,,82,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,,,,2.0,15.1,,,,,,
17.02.2021 17:30,24.4,754.5,758.8,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,27.2,,,,,,2.0,19.8,,,,,,
17.02.2021 08:30,18.4,757.6,762.1,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,,,,2.0,15.4,,,,,,
16.02.2021 17:30,24.6,754.6,758.9,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,27.4,,,,,,2.0,20.0,,,,,,
16.02.2021 08:30,16.6,758.6,763.1,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,,,,2.0,15.9,,,,,,
15.02.2021 17:30,24.6,755.4,759.7,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,27.6,,,,,,2.0,19.6,,,,,,
14.02.2021 08:30,15.4,758.7,763.2,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,,,,2.0,14.0,,,,,,
13.02.2021 17:30,23.6,754.6,759.0,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.2,,,,,,2.0,19.9,,,,,,
13.02.2021 08:30,16.6,757.9,762.4,,,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.0,,,,"2500 or more, or no clouds.",,,0.5,,,,,,,
12.02.2021 17:30,24.2,753.8,758.1,,78,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.8,,,,,,2.0,20.2,,,,,,
12.02.2021 08:30,15.8,757.0,761.5,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,,,,2.0,15.1,,,,,,
11.02.2021 17:30,24.2,753.9,758.2,,78,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,26.6,,,,,,2.0,20.2,,,,,,
11.02.2021 08:30,15.4,758.2,762.7,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,,,,2.0,14.0,,,,,,
10.02.2021 17:30,23.0,755.7,760.1,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.2,,,,,,2.0,18.6,,,,,,
10.02.2021 08:30,16.2,,763.4,,87,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,,,,2.0,14.1,,,,,,
