Local time in Dhankuta,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
18.04.2021 14:45,24.2,659.7,-1.6,50,Wind blowing from the south,2,60%.,,,60%.,300-600,6,13,,
18.04.2021 11:45,25.8,661.3,-0.3,58,Wind blowing from the south-southwest,1,20–30%.,,,20–30%.,300-600,6,16.8,,
18.04.2021 08:45,22.8,661.6,0,68,Wind blowing from the south,1,"10%  or less, but not 0",16,,"10%  or less, but not 0",600-1000,5,16.6,No precipitation,24
18.04.2021 05:45,16.2,661.6,,89,,,,,,60%.,600-1000,6,14.3,,
17.04.2021 17:45,20.8,660.1,-0.3,70,Wind blowing from the west,1,no clouds,,25.6,,,6,15.1,No precipitation,9
17.04.2021 14:45,24.4,660.4,-1,53,Wind blowing from the south,1,20–30%.,,,20–30%.,300-600,6,14.1,,
17.04.2021 11:45,24.4,661.4,-0.9,55,Wind blowing from the west-southwest,2,20–30%.,,,20–30%.,600-1000,6,14.8,,
17.04.2021 08:45,18.6,662.3,,68,Wind blowing from the south-southwest,1,"90  or more, but not 100%",14.5,,"90  or more, but not 100%",600-1000,6,12.6,7,24
16.04.2021 17:45,21.8,658.7,-1,76,"Calm, no wind",0,70 – 80%.,,27.4,50%.,200-300,3,17.4,No precipitation,9
16.04.2021 14:45,25.6,659.7,-1.3,63,Wind blowing from the south-southwest,1,70 – 80%.,,,70 – 80%.,200-300,3,17.9,,
16.04.2021 11:45,26.9,661,-0.4,46,"Calm, no wind",0,40%.,,,40%.,200-300,5,14.3,,
16.04.2021 08:45,20.2,661.4,,68,Wind blowing from the south,1,60%.,15,,60%.,300-600,6,14.1,16,24
15.04.2021 14:45,26.8,658.9,-2.1,54,Wind blowing from the south,1,20–30%.,,,20–30%.,200-300,2,16.6,,
15.04.2021 11:45,28,661,-0.3,48,Wind blowing from the south,1,no clouds,,,,,1,16,,
15.04.2021 08:45,24.2,661.3,0.9,60,Wind blowing from the south-southwest,1,no clouds,18,,,,1,15.9,No precipitation,24
15.04.2021 05:45,18.2,660.4,,78,Wind blowing from the north,1,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",1,14.2,,
14.04.2021 17:45,24,659.3,-0.7,59,Wind blowing from the east,1,"10%  or less, but not 0",,31,no clouds,"2500 or more, or no clouds.",2,15.4,No precipitation,9
14.04.2021 14:45,28.6,660,-1.3,39,Wind blowing from the west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,2,13.5,,
14.04.2021 11:45,24.2,661.3,-0.3,58,,,,,,,"2500 or more, or no clouds.",4,15.3,,
14.04.2021 08:45,22.6,661.6,0.9,45,,,,16.6,,,"2500 or more, or no clouds.",4,9.9,No precipitation,24
14.04.2021 05:45,16.8,660.7,,57,,,,,,,"2500 or more, or no clouds.",4,8.2,,
13.04.2021 17:45,24.4,660.1,-0.3,47,Wind blowing from the north,1,no clouds,,29.8,,,4,12.3,No precipitation,9
13.04.2021 14:45,28.4,660.4,-1.7,31,Wind blowing from the south,2,no clouds,,,,,1,9.5,,
13.04.2021 11:45,28.8,662.1,-0.7,35,Wind blowing from the west-southwest,2,no clouds,,,,,1,11.8,,
13.04.2021 08:45,22.6,662.8,1.3,42,Wind blowing from the south,1,no clouds,16.5,,,,1,9.1,No precipitation,24
13.04.2021 05:45,16.8,661.5,,51,,,,,,,"2500 or more, or no clouds.",1,6.5,,
12.04.2021 14:45,27.6,661.3,-1.6,37,Wind blowing from the west,2,20–30%.,,,"10%  or less, but not 0",200-300,2,11.8,,
12.04.2021 11:45,29.1,662.9,-0.5,31,Wind blowing from the south-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,1,10.3,,
12.04.2021 08:45,23.6,663.4,1.2,43,Wind blowing from the east,1,no clouds,16.4,,,,1,10.4,No precipitation,24
12.04.2021 05:45,17,662.2,,56,Wind blowing from the north-northwest,1,40%.,,,"10%  or less, but not 0",300-600,1,8.1,,
11.04.2021 17:45,25.4,660.4,-0.6,35,Wind blowing from the south,1,"10%  or less, but not 0",,30.5,no clouds,"2500 or more, or no clouds.",5,8.7,No precipitation,9
11.04.2021 14:45,27.8,661,,39,Wind blowing from the south,2,40%.,,,"10%  or less, but not 0",600-1000,5,12.4,,
11.04.2021 08:45,24.8,662.5,1.2,44,Wind blowing from the south,1,"10%  or less, but not 0",16.4,,,"2500 or more, or no clouds.",6,11.6,No precipitation,24
11.04.2021 05:45,16.8,661.3,,65,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",5,10.2,,
10.04.2021 17:45,24.3,659.7,-0.8,52,Wind blowing from the west-northwest,1,20–30%.,,29.5,20–30%.,600-1000,4,13.8,No precipitation,9
10.04.2021 14:45,25.4,660.5,-1.3,55,Wind blowing from the south-southwest,2,50%.,,,50%.,200-300,4,15.7,,
10.04.2021 11:45,29.1,661.8,-0.4,39,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,4,13.6,,
10.04.2021 08:45,24.2,662.2,,59,,,,15.6,,,"2500 or more, or no clouds.",5,15.6,No precipitation,24
09.04.2021 17:45,21.6,659.2,-0.4,77,Wind blowing from the north,1,60%.,,29.1,60%.,200-300,2,17.4,No precipitation,9
09.04.2021 14:45,25.4,659.6,-1.7,59,Wind blowing from the west,3,50%.,,,40%.,300-600,3,16.7,,
09.04.2021 11:45,27.8,661.3,-0.2,53,Wind blowing from the south-west,2,20–30%.,,,20–30%.,300-600,3,17.2,,
09.04.2021 08:45,23.4,661.5,1.5,58,Wind blowing from the south-southeast,1,no clouds,15,,,,3,14.7,No precipitation,24
09.04.2021 05:45,15,660,,85,,,,,,,"2500 or more, or no clouds.",3,12.4,,
08.04.2021 17:45,21,658.1,,85,Wind blowing from the west-northwest,1,70 – 80%.,,28.5,70 – 80%.,600-1000,2,18.4,No precipitation,9
08.04.2021 14:45,26.6,658.9,-1.8,60,Wind blowing from the south,2,50%.,,,50%.,200-300,1,18.1,,
08.04.2021 11:45,27,660.7,-0.2,51,Wind blowing from the south,1,20–30%.,,,20–30%.,200-300,1,15.9,,
08.04.2021 08:45,23.4,660.9,1,57,Wind blowing from the east,1,no clouds,16.4,,,,1,14.3,No precipitation,24
08.04.2021 05:45,16.4,659.9,,80,,,,,,,"2500 or more, or no clouds.",2,12.9,,
07.04.2021 17:45,23,659.1,-1.2,62,Wind blowing from the west,1,"10%  or less, but not 0",,29.9,"10%  or less, but not 0",600-1000,3,15.2,No precipitation,9
07.04.2021 14:45,28,660.3,-2.2,42,Wind blowing from the south-southwest,1,20–30%.,,,20–30%.,200-300,2,13.9,,
07.04.2021 11:45,28.6,662.5,-0.6,39,Wind blowing from the south,1,20–30%.,,,20–30%.,200-300,2,13.5,,
07.04.2021 08:45,23.1,663.1,1.9,45,,,,16,,,"2500 or more, or no clouds.",3,10.6,No precipitation,24
07.04.2021 05:45,16.4,661.2,,61,"Calm, no wind",0,no clouds,,,,,4,8.9,,
06.04.2021 17:45,22.2,659.6,-0.3,42,,,,,28,,"2500 or more, or no clouds.",3,8.6,No precipitation,9
06.04.2021 14:45,26.8,659.9,-1.8,29,Wind blowing from the south,1,no clouds,,,,,3,7.1,,
06.04.2021 11:45,27.4,661.7,-0.5,37,Wind blowing from the south,1,no clouds,,,,,2,11.5,,
06.04.2021 08:45,21.4,662.2,2.2,49,Wind blowing from the south-east,1,no clouds,15.5,,,,2,10.2,No precipitation,24
06.04.2021 05:45,15.4,660,,62,"Calm, no wind",0,no clouds,,,,,2,8.1,,
05.04.2021 17:45,22.6,660.1,-0.7,40,Wind blowing from the south-southwest,1,no clouds,,28.4,,,2,8.2,No precipitation,9
05.04.2021 14:45,26.4,660.8,-1.7,32,Wind blowing from the south,2,no clouds,,,,,2,8.6,,
05.04.2021 11:45,27.6,662.5,-0.6,28,Wind blowing from the south,2,no clouds,,,,,2,7.6,,
05.04.2021 08:45,21.4,663.1,,42,Wind blowing from the south,1,no clouds,14.5,,,,2,7.9,No precipitation,24
04.04.2021 14:45,26.4,659.2,-1.9,25,Wind blowing from the south,2,no clouds,,,,,4,4.9,,
04.04.2021 11:45,28.2,661.1,-0.5,24,Wind blowing from the south-southwest,2,no clouds,,,,,3,5.6,,
04.04.2021 08:45,22.6,661.6,,37,Wind blowing from the south,1,no clouds,13.7,,,,4,7.3,No precipitation,24
03.04.2021 17:45,23,658.2,-0.5,27,Wind blowing from the south,1,no clouds,,28.5,,,5,3,No precipitation,9
03.04.2021 14:45,26.4,658.7,-2,36,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,4,10.1,,
03.04.2021 11:45,27.8,660.7,-0.1,28,,,,,,"10%  or less, but not 0",1000-1500,4,7.7,,
03.04.2021 08:45,22.7,660.8,2.2,44,Wind blowing from the south,1,no clouds,14,,,,4,9.9,No precipitation,24
03.04.2021 05:45,14,658.6,,63,"Calm, no wind",0,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",55,6.9,,
02.04.2021 17:45,21.4,656.9,-0.1,46,"Calm, no wind",0,"10%  or less, but not 0",,27.5,"10%  or less, but not 0",600-1000,5,9.2,No precipitation,9
02.04.2021 14:45,25.6,657,-1.5,35,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,9,,
02.04.2021 11:45,26.2,658.5,-0.1,32,,,,,,,"2500 or more, or no clouds.",5,8.3,,
02.04.2021 08:45,20.1,658.6,2,53,Wind blowing from the south,1,no clouds,13,,,,5,10.3,No precipitation,24
02.04.2021 05:45,13.2,656.6,,76,"Calm, no wind",0,no clouds,,,,,4,9.1,,
01.04.2021 17:45,22,653.2,-0.7,58,Wind blowing from the west-southwest,2,20–30%.,,25.1,20–30%.,300-600,3,13.2,No precipitation,9
01.04.2021 14:45,22,653.9,-5,59,Wind blowing from the south,2,50%.,,,50%.,300-600,3,13.7,,
01.04.2021 11:45,24.6,658.9,3.6,48,Wind blowing from the south,2,50%.,,,50%.,300-600,3,12.9,,
01.04.2021 08:45,20,655.3,2.2,77,Wind blowing from the south-east,1,50%.,14.2,,50%.,300-600,1,15.8,Trace of precipitation,24
01.04.2021 05:45,14.4,653.1,,92,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,1,13.1,,
31.03.2021 17:45,19.2,652.6,0.1,75,Wind blowing from the south,2,70 – 80%.,,24.9,70 – 80%.,300-600,10,14.6,No precipitation,9
31.03.2021 14:45,22.2,652.5,-1.7,67,Wind blowing from the south,2,100%.,,,100%.,Less than  50,1,15.7,,
31.03.2021 11:45,22.2,654.2,-0.5,64,Wind blowing from the south,1,100%.,,,60%.,Less than  50,1,15,,
31.03.2021 08:45,18.9,654.7,2.4,73,Wind blowing from the east,1,100%.,12.5,,40%.,Less than  50,1,14,1,24
31.03.2021 05:45,13,652.3,,90,Wind blowing from the west,1,no clouds,,,,,2,11.4,,
30.03.2021 17:45,20.3,652.7,-1.4,54,Wind blowing from the west,1,50%.,,27.5,50%.,300-600,2,10.6,No precipitation,9
30.03.2021 14:45,25.3,654.1,-2.2,46,Wind blowing from the south,1,"90  or more, but not 100%",,,"90  or more, but not 100%",50-100,2,12.7,,
30.03.2021 11:45,25.8,656.3,-0.2,45,Wind blowing from the south,1,60%.,,,60%.,Less than  50,2,13.1,,
30.03.2021 08:45,19.9,656.5,0.9,61,Wind blowing from the west,1,100%.,14.9,,50%.,Less than  50,2,12.2,No precipitation,24
30.03.2021 05:45,15,655.6,,72,Wind blowing from the west,1,no clouds,,,,,2,10,,
29.03.2021 17:45,22,655.9,-1.2,43,Wind blowing from the west,2,no clouds,,26.7,,,2,8.8,No precipitation,9
29.03.2021 14:45,25.6,657.1,-2.8,37,Wind blowing from the south-southwest,1,50%.,,,50%.,200-300,2,9.9,,
29.03.2021 11:45,25.6,659.9,-0.2,36,Wind blowing from the south-southeast,1,no clouds,,,,,1,9.4,,
29.03.2021 08:45,20.4,660.1,0.7,54,Wind blowing from the south,1,no clouds,15,,,,1,10.7,No precipitation,24
29.03.2021 05:45,15.4,659.4,,65,,,,,,,"2500 or more, or no clouds.",1,8.9,,
28.03.2021 17:45,22,658.4,0.2,43,Wind blowing from the west,1,no clouds,,28.5,,,1,8.7,No precipitation,9
28.03.2021 14:45,26.4,658.2,-2.8,35,Wind blowing from the south,2,no clouds,,,,,0.9,9.7,,
28.03.2021 11:45,26.8,661,0.3,44,Wind blowing from the south-west,2,no clouds,,,,,0.9,13.4,,
28.03.2021 08:45,20.4,660.7,0.6,55,Wind blowing from the south-southeast,1,no clouds,14.6,,,,0.9,11.1,No precipitation,24
28.03.2021 05:45,14.2,660.1,,70,Wind blowing from the west,1,no clouds,,,,,1,8.7,,
27.03.2021 17:45,22.5,659,-0.4,59,,,,,26.1,,"2500 or more, or no clouds.",0.6,14.1,No precipitation,9
27.03.2021 14:45,24.9,659.4,-2.2,38,,,,,,50%.,Less than  50,1,9.7,,
27.03.2021 11:45,25,661.6,-0.1,37,Wind blowing from the south,1,60%.,,,60%.,50-100,0.9,9.4,,
27.03.2021 08:45,20.2,661.7,1,48,Wind blowing from the south,1,40%.,14.5,,40%.,Less than  50,0.9,8.8,No precipitation,24
27.03.2021 05:45,14.8,660.7,,57,,,,,,20–30%.,Less than  50,0.9,6.2,,
26.03.2021 17:45,20.2,659,-0.1,40,Wind blowing from the west,1,no clouds,,27.7,,,1,6.2,No precipitation,9
26.03.2021 14:45,23.8,659.1,-1.2,32,Wind blowing from the south,1,no clouds,,,,,1,6.3,,
26.03.2021 11:45,27.2,660.3,-0.6,35,Wind blowing from the south-west,2,no clouds,,,,,2,10.4,,
26.03.2021 08:45,21.2,660.9,0.8,43,Wind blowing from the south,1,no clouds,13.5,,,,1,8,No precipitation,24
26.03.2021 05:45,14,660.1,,52,Wind blowing from the north,1,no clouds,,,,,1,4.2,,
25.03.2021 17:45,22,658.2,-0.4,31,Wind blowing from the west,2,no clouds,,28.4,,,2,4,No precipitation,9
25.03.2021 14:45,25.2,658.6,-1.8,34,Wind blowing from the west,3,no clouds,,,,,2,8.4,,
25.03.2021 11:45,28,660.4,-0.6,32,Wind blowing from the south-southwest,3,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,2,9.8,,
25.03.2021 08:45,21.4,661,0.9,50,Wind blowing from the south,1,no clouds,15.2,,,,2,10.4,No precipitation,24
25.03.2021 05:45,16.2,660.1,,76,Wind blowing from the south-southeast,1,no clouds,,,,,2,12,,
24.03.2021 17:45,22.4,659,-0.5,52,Wind blowing from the west,1,"10%  or less, but not 0",,28.2,"10%  or less, but not 0",300-600,2,12,No precipitation,9
24.03.2021 14:45,26.2,659.5,-2.5,44,Wind blowing from the west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,2,13.1,,
24.03.2021 11:45,27.2,662,-0.5,38,,,,,,"10%  or less, but not 0",600-1000,2,11.6,,
24.03.2021 08:45,23.4,662.5,0.9,54,Wind blowing from the south-southeast,1,no clouds,16.3,,,,2,13.4,No precipitation,24
24.03.2021 05:45,16.3,661.6,,73,Wind blowing from the south,1,no clouds,,,,,2,11.4,,
23.03.2021 17:45,22.6,660.5,-0.8,57,Wind blowing from the west,1,20–30%.,,27.7,"10%  or less, but not 0",600-1000,2,13.7,No precipitation,9
23.03.2021 14:45,26,661.3,-2.1,45,Wind blowing from the south-southwest,2,no clouds,,,,,2,13.2,,
23.03.2021 11:45,26.8,663.4,-0.3,39,Wind blowing from the west,1,no clouds,,,,,2,11.7,,
23.03.2021 08:45,22.4,663.7,1.8,53,Wind blowing from the south,1,no clouds,16,,,,3,12.4,No precipitation,24
23.03.2021 05:45,15.8,661.9,,74,Wind blowing from the south,1,no clouds,,,,,3,11.2,,
22.03.2021 17:45,23.8,660.3,-0.8,46,Wind blowing from the south-southwest,1,no clouds,,28,,,3,11.5,No precipitation,9
22.03.2021 14:45,25.8,661.1,-1.2,47,Wind blowing from the south,1,no clouds,,,,,3,13.7,,
22.03.2021 11:45,26.8,662.3,-0.6,39,Wind blowing from the south,1,no clouds,,,,,3,11.5,,
22.03.2021 08:45,22,662.9,2.1,51,Wind blowing from the north-east,1,no clouds,15.5,,,,3,11.5,No precipitation,24
22.03.2021 05:45,15.5,660.8,,70,Wind blowing from the west-northwest,1,70 – 80%.,,,70 – 80%.,100-200,4,10,,
21.03.2021 17:45,22.4,658.7,0.3,38,Wind blowing from the west,1,"90  or more, but not 100%",,28,"10%  or less, but not 0",200-300,4,7.5,No precipitation,9
21.03.2021 14:45,26,658.4,-1.9,42,Wind blowing from the south,2,"90  or more, but not 100%",,,"10%  or less, but not 0",200-300,3,12,,
21.03.2021 11:45,26.4,660.3,0,37,Wind blowing from the south,2,"90  or more, but not 100%",,,20–30%.,200-300,3,10.5,,
21.03.2021 08:45,21,660.3,1.5,56,Wind blowing from the south-southwest,1,"10%  or less, but not 0",14.5,,"10%  or less, but not 0",300-600,2,11.8,No precipitation,24
21.03.2021 05:45,14.6,658.8,,77,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",1,10.6,,
20.03.2021 17:45,20.7,657.5,,67,,,,,25.7,"10%  or less, but not 0",100-200,2,14.3,No precipitation,9
20.03.2021 11:45,24.2,659.8,-0.3,51,Wind blowing from the south,1,no clouds,,,,,1,13.5,,
20.03.2021 08:45,21.4,660.1,0.7,66,Wind blowing from the south,1,20–30%.,15,,no clouds,"2500 or more, or no clouds.",1,14.7,No precipitation,24
20.03.2021 05:45,15,659.4,,87,Wind blowing from the north-west,1,no clouds,,,,,1,12.8,,
19.03.2021 17:45,20.6,658.9,-1,64,"Calm, no wind",0,"10%  or less, but not 0",,26.2,"10%  or less, but not 0",600-1000,1,13.5,No precipitation,9
19.03.2021 14:45,23.2,659.9,-1.7,53,Wind blowing from the south,1,20–30%.,,,20–30%.,100-200,1,13,,
19.03.2021 11:45,24.3,661.6,-0.1,50,,,,,,60%.,100-200,1,13.2,,
19.03.2021 08:45,18.6,661.7,1,67,Wind blowing from the south,1,"90  or more, but not 100%",15,,60%.,200-300,1,12.2,No precipitation,24
19.03.2021 05:45,15.4,660.7,,78,Wind blowing from the north,1,no clouds,,,,,1,11.5,,
18.03.2021 17:45,20.2,660.3,,58,Wind blowing from the west,1,20–30%.,,26.5,20–30%.,200-300,2,11.6,No precipitation,9
18.03.2021 11:45,24.8,661.6,-0.8,43,,,,,,"10%  or less, but not 0",200-300,2,11.2,,
18.03.2021 08:45,19.6,662.4,1.4,63,,,,14.4,,,"2500 or more, or no clouds.",2,12.3,No precipitation,24
18.03.2021 05:45,14.6,661,,77,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,2,10.6,,
17.03.2021 14:45,24.3,660,-1.6,50,Wind blowing from the west-southwest,1,20–30%.,,,20–30%.,200-300,3,13.1,,
17.03.2021 11:45,25.2,661.6,,48,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,3,13.5,,
17.03.2021 05:45,14,660.3,,81,Wind blowing from the north,1,no clouds,,,,,3,10.7,,
16.03.2021 17:45,19.6,659.9,-0.4,71,,,,,25.6,"90  or more, but not 100%",200-300,2,14.1,No precipitation,9
16.03.2021 14:45,23,660.3,,55,Wind blowing from the north,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,2,13.5,,
16.03.2021 11:45,24.7,661.6,-0.2,48,Wind blowing from the south-southwest,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,2,12.8,,
16.03.2021 08:45,20.6,661.8,1.5,62,Wind blowing from the south-southwest,1,no clouds,13.6,,,,3,13.1,No precipitation,24
16.03.2021 05:45,14,660.3,,79,Wind blowing from the west,1,no clouds,,,,,2,10.3,,
15.03.2021 17:45,19,659.8,,78,,,,,25,60%.,200-300,1,15.1,No precipitation,9
15.03.2021 11:45,22.2,662.3,0.7,65,Wind blowing from the south-southwest,1,"90  or more, but not 100%",,,60%.,100-200,3,15.3,,
15.03.2021 08:45,19.4,661.6,1.3,80,,,,14,,60%.,200-300,1,15.8,No precipitation,24
15.03.2021 05:45,14.4,660.3,,92,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.9,13.1,,
14.03.2021 17:45,19.6,660.4,-0.2,78,Wind blowing from the west,1,"90  or more, but not 100%",,24,"90  or more, but not 100%",Less than  50,1,15.7,No precipitation,9
14.03.2021 14:45,20.4,660.6,-1.5,69,Wind blowing from the south,2,"90  or more, but not 100%",,,"90  or more, but not 100%",200-300,2,14.5,,
14.03.2021 11:45,23.2,662.1,0.2,55,Wind blowing from the south,1,40%.,,,40%.,300-600,3,13.7,,
14.03.2021 08:45,17.8,661.9,0.9,79,Wind blowing from the south,1,"10%  or less, but not 0",12.4,,"10%  or less, but not 0",300-600,6,14.1,4,24
14.03.2021 05:45,12.6,661,,94,"Calm, no wind",0,no clouds,,,,,5,11.6,,
13.03.2021 17:45,18.6,662.7,0.1,91,Wind blowing from the west,1,100%.,,22.5,100%.,Less than  50,0.8,17.1,No precipitation,9
13.03.2021 14:45,20.2,662.6,-2.1,74,Wind blowing from the south,1,100%.,,,50%.,Less than  50,1,15.4,,
13.03.2021 11:45,21,664.7,0.4,69,Wind blowing from the south-southwest,1,"90  or more, but not 100%",,,"90  or more, but not 100%",50-100,3,15.1,,
13.03.2021 08:45,20.8,664.3,1.2,71,Wind blowing from the south-southwest,1,40%.,15,,no clouds,"2500 or more, or no clouds.",1,15.4,No precipitation,24
13.03.2021 05:45,15.2,663.1,,92,Wind blowing from the west,1,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",1,13.9,,
12.03.2021 17:45,19.6,663.4,0.3,75,Wind blowing from the south,1,"10%  or less, but not 0",,26,"10%  or less, but not 0",600-1000,3,15,No precipitation,9
12.03.2021 14:45,23,663.1,-2.4,63,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,5,15.5,,
12.03.2021 11:45,23.4,665.5,0.5,57,Wind blowing from the south-southwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,14.3,,
12.03.2021 08:45,18.6,665,1.6,71,Wind blowing from the south,1,"10%  or less, but not 0",12,,"10%  or less, but not 0",600-1000,5,13.3,No precipitation,24
12.03.2021 05:45,12.6,663.4,,92,Wind blowing from the north,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,11.3,,
11.03.2021 17:45,18.6,662,-0.2,81,Wind blowing from the north-northwest,1,40%.,,25.6,40%.,200-300,2,15.3,No precipitation,9
11.03.2021 14:45,22.6,662.2,-2.2,64,Wind blowing from the south,1,"90  or more, but not 100%",,,"90  or more, but not 100%",200-300,2,15.4,,
11.03.2021 11:45,22.7,664.4,0.3,58,Wind blowing from the south-southwest,1,40%.,,,40%.,200-300,2,14,,
11.03.2021 08:45,16.8,664.1,2.2,73,Wind blowing from the south,1,60%.,11.5,,60%.,300-600,5,12,No precipitation,24
11.03.2021 05:45,12,661.9,,89,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,6,10.3,,
10.03.2021 17:45,19.1,660.2,-1.2,78,Wind blowing from the south-southwest,1,40%.,,25,40%.,300-600,3,15.2,No precipitation,9
10.03.2021 14:45,23,661.4,-2,58,Wind blowing from the north,1,40%.,,,40%.,300-600,3,14.2,,
10.03.2021 11:45,22.6,663.4,0.1,58,Wind blowing from the south,1,50%.,,,50%.,300-600,3,13.9,,
10.03.2021 08:45,19.4,663.3,1.5,70,Wind blowing from the south-southeast,1,"10%  or less, but not 0",13.5,,"10%  or less, but not 0",600-1000,2,13.8,No precipitation,24
10.03.2021 05:45,13.8,661.8,,88,"Calm, no wind",0,no clouds,,,,,2,11.8,,
09.03.2021 17:45,20.4,661,0,56,Wind blowing from the west,1,20–30%.,,26.3,20–30%.,300-600,5,11.4,No precipitation,9
09.03.2021 14:45,24.6,661,-1.5,46,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,300-600,5,12.1,,
09.03.2021 11:45,22.8,662.5,-0.2,55,Wind blowing from the south-southwest,1,no clouds,,,,,3,13.2,,
09.03.2021 08:45,18.4,662.7,0.8,66,,,,12,,,"2500 or more, or no clouds.",5,12,No precipitation,24
09.03.2021 05:45,12,661.9,,89,"Calm, no wind",0,no clouds,,,,,2,10.3,,
08.03.2021 17:45,19,661.6,-0.3,68,Wind blowing from the west,1,"10%  or less, but not 0",,24.5,"10%  or less, but not 0",300-600,5,13,No precipitation,9
08.03.2021 14:45,22.8,661.9,-1.8,52,Wind blowing from the south,2,60%.,,,60%.,300-600,5,12.5,,
08.03.2021 11:45,22.4,663.7,-0.3,56,,,,,,50%.,200-300,2,13.1,,
08.03.2021 08:45,18.2,664,2.1,71,Wind blowing from the south,1,60%.,13.8,,60%.,200-300,2,12.8,No precipitation,24
08.03.2021 05:45,14,661.9,,86,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",200-300,1,11.7,,
07.03.2021 17:45,15.6,661.9,0.1,81,Wind blowing from the west,1,"90  or more, but not 100%",,21.6,"90  or more, but not 100%",200-300,1,12.4,No precipitation,9
07.03.2021 14:45,17.2,661.8,-1.3,74,Wind blowing from the west-southwest,1,100%.,,,50%.,100-200,2,12.4,,
