Local time in Pokhara (airport),T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
19.04.2021 14:45,29,686.2,,37,Wind blowing from the east-northeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13,,
19.04.2021 08:45,19.7,688.8,1.2,68,Wind blowing from the east-southeast,1,"10%  or less, but not 0",12.5,,"10%  or less, but not 0",1000-1500,13,13.6,11,24
19.04.2021 05:45,12.9,687.6,,97,Wind blowing from the north-west,2,no clouds,,,,,12,12.4,,
18.04.2021 17:45,14.2,688.8,1.2,100,Wind blowing from the south-west,1,60%.,,29,50%.,600-1000,10,14.2,11,9
18.04.2021 14:45,27.7,687.6,-2.9,45,Wind blowing from the east-southeast,4,60%.,,,50%.,600-1000,8,14.6,,
18.04.2021 11:45,26.1,690.5,-1.4,50,Wind blowing from the east-southeast,3,20–30%.,,,20–30%.,600-1000,10,14.7,,
18.04.2021 08:45,19.6,691.9,0.6,70,Wind blowing from the east-southeast,1,"10%  or less, but not 0",14,,"10%  or less, but not 0",600-1000,10,14,11,24
18.04.2021 05:45,14.5,691.3,,93,,,,,,"10%  or less, but not 0",600-1000,10,13.4,,
17.04.2021 17:45,18.8,689.6,1.4,84,Wind blowing from the east-southeast,1,50%.,,30.2,20–30%.,600-1000,10,16.1,11,9
17.04.2021 14:45,26.4,688.2,-2.5,54,Wind blowing from the north-northeast,6,70 – 80%.,,,50%.,600-1000,8,16.4,,
17.04.2021 11:45,27.6,690.7,-0.7,54,Wind blowing from the east-southeast,2,20–30%.,,,"10%  or less, but not 0",1000-1500,9,17.4,,
17.04.2021 08:45,21.1,691.4,,71,Wind blowing from the south-east,2,no clouds,16.2,,,,8,15.6,0.5,24
16.04.2021 17:45,23.8,688,-0.3,66,Wind blowing from the west-northwest,1,100%.,,28.8,60%.,600-1000,8,17,Trace of precipitation,9
16.04.2021 14:45,27.8,688.3,-1.9,49,Wind blowing from the east,1,"90  or more, but not 100%",,,40%.,600-1000,10,16,,
16.04.2021 11:45,26,690.2,-0.9,50,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.8,,
16.04.2021 08:45,18.2,691.1,,79,Wind blowing from the west-northwest,2,no clouds,13.5,,,,10,14.5,7,24
15.04.2021 17:45,22,687,-0.3,68,Wind blowing from the west-northwest,6,100%.,,29.7,70 – 80%.,600-1000,1.5,15.7,0.8,9
15.04.2021 14:45,29.6,687.3,-2.1,39,Wind blowing from the east,2,no clouds,,,,,1.5,14.2,,
15.04.2021 11:45,27.2,689.4,-0.9,42,Wind blowing from the east,2,no clouds,,,,,2,13,,
15.04.2021 08:45,20.7,690.3,,66,Wind blowing from the north-west,2,no clouds,16.6,,,,2.5,14,No precipitation,24
14.04.2021 17:45,28.6,687.6,-0.8,42,Wind blowing from the north-west,2,20–30%.,,30.7,20–30%.,600-1000,3.5,14.4,No precipitation,9
14.04.2021 14:45,30.6,688.4,-1.9,34,Wind blowing from the east,3,no clouds,,,,,3,12.8,,
14.04.2021 11:45,26.5,690.3,-0.6,44,,,,,,,"2500 or more, or no clouds.",4,13.4,,
14.04.2021 08:45,20,690.9,1.2,63,,,,14,,,"2500 or more, or no clouds.",4.5,12.7,2,24
14.04.2021 05:45,14.9,689.7,,82,,,,,,,300-600,3.4,11.8,,
13.04.2021 17:45,25.4,689.1,0.3,36,Wind blowing from the west-northwest,6,100%.,,30.2,70 – 80%.,600-1000,2.5,9.2,Trace of precipitation,9
13.04.2021 14:45,30,688.8,-2.3,31,Wind blowing from the east-southeast,2,no clouds,,,,,3,11.1,,
13.04.2021 11:45,27.2,691.1,-0.7,42,Wind blowing from the south-east,2,no clouds,,,,,3,13.3,,
13.04.2021 08:45,19.6,691.8,,55,Wind blowing from the west,2,no clouds,16,,,,3,10.3,No precipitation,24
12.04.2021 14:45,29.6,689.8,-2.2,31,Wind blowing from the east,3,no clouds,,,,,2.5,10.5,,
12.04.2021 11:45,27.4,692,-0.7,38,Wind blowing from the east,2,no clouds,,,,,2.5,12,,
12.04.2021 08:45,20.9,692.7,1.4,58,Wind blowing from the west-southwest,1,no clouds,17.3,,,,5,12.2,No precipitation,24
12.04.2021 05:45,17.6,691.3,,65,Wind blowing from the north-west,2,no clouds,,,,,5,10.8,,
11.04.2021 17:45,29.2,689,-0.4,30,Wind blowing from the south-east,2,no clouds,,32,,,7,9.9,No precipitation,9
11.04.2021 14:45,31.8,689.4,,26,Wind blowing from the south,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,10.2,,
11.04.2021 08:45,22.1,692.2,1.7,51,Wind blowing from the south-west,2,no clouds,16.2,,,,6,11.4,No precipitation,24
11.04.2021 05:45,16.4,690.5,,72,,,50%.,,,,300-600,3.4,11.4,,
10.04.2021 17:45,28,689,-0.5,29,Wind blowing from the east-northeast,3,"10%  or less, but not 0",,30.6,"10%  or less, but not 0",600-1000,7,8.5,No precipitation,9
10.04.2021 14:45,30.4,689.5,-2.1,30,Wind blowing from the east,4,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,10.8,,
10.04.2021 11:45,26.8,691.6,-0.7,47,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,14.7,,
10.04.2021 08:45,20.9,692.3,1.1,62,,,,14.6,,,"2500 or more, or no clouds.",7,13.2,Trace of precipitation,24
10.04.2021 05:45,15.2,691.2,,80,Wind blowing from the north-west,2,no clouds,,,,,7,11.7,,
09.04.2021 17:45,27.6,686.9,-1.1,38,Wind blowing from the south-east,4,50%.,,30.4,20–30%.,600-1000,6,11.9,Trace of precipitation,9
09.04.2021 14:45,30.6,688,-2.4,34,Wind blowing from the east,4,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,13.2,,
09.04.2021 11:45,27.6,690.4,-0.6,45,Wind blowing from the east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,3.5,14.6,,
09.04.2021 08:45,20,691,1.2,67,Wind blowing from the west-northwest,2,no clouds,15.2,,,,5,13.7,No precipitation,24
09.04.2021 05:45,16.2,689.8,,79,,,,,,,"2500 or more, or no clouds.",4,12.6,,
08.04.2021 17:45,24.8,686.4,,49,Wind blowing from the east,5,50%.,,30,40%.,1000-1500,5,13.2,No precipitation,9
08.04.2021 14:45,29.7,687,-2.2,45,Wind blowing from the south-southeast,2,no clouds,,,,,3.5,16.6,,
08.04.2021 11:45,28,689.2,-0.9,42,Wind blowing from the south-southeast,2,no clouds,,,,,3,14,,
08.04.2021 08:45,21.4,690.1,1.1,61,Wind blowing from the east-southeast,1,no clouds,15.5,,,,3.5,13.6,No precipitation,24
08.04.2021 05:45,16.4,689,,83,,,,,,,"2500 or more, or no clouds.",3,13.5,,
07.04.2021 17:45,25,688.5,-0.9,56,Wind blowing from the north-west,1,50%.,,29,20–30%.,1000-1500,3.5,15.7,No precipitation,9
07.04.2021 14:45,28.3,689.4,-2.3,41,Wind blowing from the east,2,20–30%.,,,20–30%.,1000-1500,4,13.8,,
07.04.2021 11:45,26.5,691.7,-0.7,42,Wind blowing from the south-southeast,1,no clouds,,,,,2,12.6,,
07.04.2021 08:45,19,692.4,1.8,63,,,,13.3,,,"2500 or more, or no clouds.",2,11.7,No precipitation,24
07.04.2021 05:45,13.6,690.6,,87,Wind blowing from the north-northeast,2,no clouds,,,,,1.5,11.4,,
06.04.2021 17:45,24.4,689,0,51,,,,,26.6,,"2500 or more, or no clouds.",1,13.6,No precipitation,9
06.04.2021 14:45,26.4,689,-1.9,42,Wind blowing from the east-southeast,1,no clouds,,,,,1,12.3,,
06.04.2021 11:45,24,690.9,-0.7,47,Wind blowing from the south,1,no clouds,,,,,1,11.9,,
06.04.2021 08:45,17.4,691.6,1.5,67,Wind blowing from the west-northwest,2,no clouds,14.3,,,,1.5,11.1,No precipitation,24
06.04.2021 05:45,14.6,690.1,,74,Wind blowing from the north-west,2,no clouds,,,,,2,10,,
05.04.2021 17:45,24.7,689.5,-0.2,48,Wind blowing from the north-west,1,no clouds,,27.3,,,2,12.8,No precipitation,9
05.04.2021 14:45,27.1,689.7,-1.9,32,Wind blowing from the east,2,no clouds,,,,,2.5,9,,
05.04.2021 11:45,24.6,691.6,-0.7,44,Wind blowing from the south-east,1,no clouds,,,,,3,11.5,,
05.04.2021 08:45,17.7,692.3,1.3,61,Wind blowing from the south-southeast,1,no clouds,13.5,,,,4.5,10.1,No precipitation,24
05.04.2021 05:45,14.1,691,,73,Wind blowing from the west-northwest,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,3,9.2,,
04.04.2021 14:45,29.4,688,-2.4,27,Wind blowing from the south-southeast,3,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",4,8.6,,
04.04.2021 11:45,25.6,690.4,-0.3,32,Wind blowing from the south-southeast,1,no clouds,,,,,5,7.7,,
04.04.2021 08:45,18.5,690.7,,56,Wind blowing from the south-west,1,no clouds,13.2,,,,5,9.5,No precipitation,24
03.04.2021 17:45,24.7,687.5,-0.3,33,Wind blowing from the east,2,no clouds,,28.4,,,7,7.3,No precipitation,9
03.04.2021 14:45,28.4,687.8,-2.6,30,Wind blowing from the east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,7,9.2,,
03.04.2021 11:45,26,690.4,0.4,44,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",6,12.9,,
03.04.2021 08:45,18.5,690,2,65,Wind blowing from the west,1,"10%  or less, but not 0",13.7,,no clouds,"2500 or more, or no clouds.",7,11.7,No precipitation,24
03.04.2021 05:45,13.9,688,,84,Wind blowing from the north-west,3,no clouds,,,,,8,11.2,,
02.04.2021 17:45,24.6,685.6,-0.3,43,Wind blowing from the north-east,1,70 – 80%.,,28,40%.,600-1000,9,11.1,No precipitation,9
02.04.2021 14:45,27.4,685.9,-1.8,36,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,9,11.2,,
02.04.2021 11:45,25,687.7,0,49,,,,,,"10%  or less, but not 0",600-1000,8,13.6,,
02.04.2021 08:45,17.5,687.7,1.3,78,Wind blowing from the east-southeast,1,"10%  or less, but not 0",12.6,,"10%  or less, but not 0",600-1000,8,13.5,Trace of precipitation,24
02.04.2021 05:45,13.2,686.4,,94,Wind blowing from the north-west,2,no clouds,,,,,7,12.2,,
01.04.2021 17:45,19.1,683.2,1.5,72,Wind blowing from the east,2,"90  or more, but not 100%",,26.5,50%.,600-1000,6,13.9,Trace of precipitation,9
01.04.2021 14:45,25.1,681.7,-2.5,55,Wind blowing from the east-southeast,6,"90  or more, but not 100%",,,50%.,600-1000,5,15.5,,
01.04.2021 11:45,24.6,684.2,0.1,68,Wind blowing from the south-east,2,40%.,,,40%.,600-1000,3,18.2,,
01.04.2021 08:45,19,684.1,1.5,91,Wind blowing from the east,1,50%.,16.9,,20–30%.,300-600,1,17.5,20,24
01.04.2021 05:45,17.1,682.6,,100,Wind blowing from the east,1,60%.,,,40%.,300-600,1,17.1,,
31.03.2021 17:45,20.2,681.5,-0.1,88,Wind blowing from the north-east,2,"90  or more, but not 100%",,26.3,50%.,600-1000,2,18.2,1,9
31.03.2021 14:45,25.2,681.6,-1.7,57,Wind blowing from the east,3,70 – 80%.,,,50%.,600-1000,2.5,16,,
31.03.2021 11:45,24.4,683.3,0.1,56,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,3,15,,
31.03.2021 08:45,18.5,683.2,1.8,78,Wind blowing from the east-northeast,1,50%.,15.8,,20–30%.,1000-1500,3.5,14.5,No precipitation,24
31.03.2021 05:45,15.9,681.4,,87,Wind blowing from the north-west,2,no clouds,,,,,3.5,13.8,,
30.03.2021 17:45,24.4,682.2,-0.2,50,Wind blowing from the north-northeast,3,"10%  or less, but not 0",,28.5,"10%  or less, but not 0",600-1000,2.5,13.2,No precipitation,9
30.03.2021 14:45,28,682.4,-2.4,41,Wind blowing from the south-east,2,60%.,,,20–30%.,600-1000,2,13.7,,
30.03.2021 11:45,25.8,684.8,-0.3,52,Wind blowing from the south-southeast,2,no clouds,,,,,2,15.3,,
30.03.2021 08:45,18.2,685.1,0.9,76,Wind blowing from the north-west,1,no clouds,15.2,,,,2,13.8,0.2,24
30.03.2021 05:45,15.5,684.2,,92,Wind blowing from the north-west,2,no clouds,,,,,2.5,14.2,,
29.03.2021 17:45,21.3,685,-1,77,Wind blowing from the north-west,3,70 – 80%.,,27.3,40%.,600-1000,2,17,0.2,9
29.03.2021 14:45,25.9,686,-3,55,Wind blowing from the south,1,50%.,,,20–30%.,600-1000,2.5,16.1,,
29.03.2021 11:45,23.7,689,-0.8,66,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,1.5,16.9,,
29.03.2021 08:45,17.4,689.8,1,87,Wind blowing from the west-northwest,2,70 – 80%.,16.4,,40%.,50-100,1.5,15.2,0.3,24
29.03.2021 05:45,17.4,688.8,,80,,,,,,40%.,600-1000,2.5,13.9,,
28.03.2021 17:45,22.9,687.1,0,62,Wind blowing from the north-west,2,no clouds,,26.8,,,1.1,15.3,No precipitation,9
28.03.2021 14:45,26.1,687.1,-2.8,45,Wind blowing from the east-southeast,2,no clouds,,,,,1.2,13.3,,
28.03.2021 11:45,24.6,689.9,-0.9,54,Wind blowing from the east-southeast,2,no clouds,,,,,1.5,14.7,,
28.03.2021 08:45,17.4,690.8,1.6,75,Wind blowing from the west-northwest,1,no clouds,15.5,,,,1.5,12.9,No precipitation,24
28.03.2021 05:45,15.8,689.2,,81,Wind blowing from the north-west,2,no clouds,,,,,2.5,12.6,,
27.03.2021 17:45,24.9,687.8,-0.3,51,,,,,27.9,"10%  or less, but not 0",600-1000,2,14,No precipitation,9
27.03.2021 14:45,27.7,688.1,-2.9,35,,,,,,"10%  or less, but not 0",600-1000,2,10.8,,
27.03.2021 11:45,24.8,691,0,48,Wind blowing from the south-east,1,20–30%.,,,20–30%.,100-200,1.5,12.9,,
27.03.2021 08:45,18,691,1.4,67,Wind blowing from the west,1,20–30%.,14.6,,20–30%.,100-200,2.5,11.8,No precipitation,24
27.03.2021 05:45,14.8,689.6,,77,,,,,,40%.,600-1000,2.5,10.8,,
26.03.2021 17:45,26.6,687.4,0,35,Wind blowing from the south-east,1,20–30%.,,30.5,20–30%.,600-1000,3,9.7,No precipitation,9
26.03.2021 14:45,30.4,687.4,-2.5,31,Wind blowing from the south-east,3,no clouds,,,,,5,11.3,,
26.03.2021 11:45,27,689.9,-0.8,38,Wind blowing from the south-southeast,3,no clouds,,,,,4,11.5,,
26.03.2021 08:45,19.7,690.7,1.8,60,Wind blowing from the west-northwest,2,no clouds,14,,,,6,11.6,No precipitation,24
26.03.2021 05:45,14.8,688.9,,73,Wind blowing from the north-west,2,no clouds,,,,,7,10,,
25.03.2021 17:45,27,687.2,-0.8,36,Wind blowing from the south-east,2,"10%  or less, but not 0",,30.4,"10%  or less, but not 0",600-1000,10,10.7,No precipitation,9
25.03.2021 14:45,30.2,688,-2.4,26,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,10,8.7,,
25.03.2021 11:45,27.6,690.4,-0.5,33,Wind blowing from the east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,9.8,,
25.03.2021 08:45,18.1,690.9,1.6,63,Wind blowing from the east-southeast,1,no clouds,13.1,,,,10,11,No precipitation,24
25.03.2021 05:45,13.7,689.3,,82,Wind blowing from the west-northwest,1,no clouds,,,,,10,10.7,,
24.03.2021 17:45,25.4,688.6,-0.4,42,Wind blowing from the north,1,60%.,,30.8,20–30%.,600-1000,9,11.4,No precipitation,9
24.03.2021 14:45,29.6,689,-2.9,36,Wind blowing from the south-east,3,60%.,,,20–30%.,600-1000,9,13,,
24.03.2021 11:45,28.4,691.9,-0.8,37,,,,,,20–30%.,600-1000,9,12.2,,
24.03.2021 08:45,20,692.7,1.6,62,Wind blowing from the north-west,1,20–30%.,15.9,,"10%  or less, but not 0",1500-2000,10,12.5,No precipitation,24
24.03.2021 05:45,16.2,691.1,,81,Wind blowing from the north-west,1,40%.,,,no clouds,"2500 or more, or no clouds.",9,13,,
23.03.2021 17:45,26.3,689.9,-0.2,42,Wind blowing from the south-southwest,1,60%.,,30.2,40%.,600-1000,6,12.2,No precipitation,9
23.03.2021 14:45,28.6,690.1,-2.6,33,Wind blowing from the north-east,5,70 – 80%.,,,40%.,600-1000,5,10.6,,
23.03.2021 11:45,27,692.7,-0.4,47,Wind blowing from the south-southeast,2,no clouds,,,,,6,14.8,,
23.03.2021 08:45,19.6,693.1,1.4,75,Wind blowing from the south,1,70 – 80%.,16.5,,40%.,600-1000,6,15,No precipitation,24
23.03.2021 05:45,17,691.7,,85,Wind blowing from the west-northwest,2,70 – 80%.,,,40%.,600-1000,7,14.5,,
22.03.2021 17:45,27,689.4,-0.5,43,Wind blowing from the east-southeast,2,20–30%.,,30.7,20–30%.,1000-1500,7,13.5,No precipitation,9
22.03.2021 14:45,30.2,689.9,-2.5,36,Wind blowing from the south-east,3,20–30%.,,,20–30%.,1000-1500,9,13.4,,
22.03.2021 11:45,26.9,692.4,-0.1,41,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,1000-1500,9,12.5,,
22.03.2021 08:45,19.2,692.5,2.2,66,Wind blowing from the west-northwest,2,no clouds,14.7,,,,10,12.6,No precipitation,24
22.03.2021 05:45,14.9,690.3,,85,Wind blowing from the north-west,3,no clouds,,,,,9,12.3,,
21.03.2021 17:45,26.4,687.7,-0.1,42,Wind blowing from the north,2,"90  or more, but not 100%",,29.7,20–30%.,600-1000,8,12.3,No precipitation,9
21.03.2021 14:45,28.8,687.8,-2.3,36,Wind blowing from the south-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.3,,
21.03.2021 11:45,25.2,690.1,-0.6,49,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.8,,
21.03.2021 08:45,18.3,690.7,2,67,Wind blowing from the west-northwest,1,"10%  or less, but not 0",12.2,,no clouds,"2500 or more, or no clouds.",10,12.1,0.6,24
21.03.2021 05:45,12.7,688.7,,91,Wind blowing from the west,1,no clouds,,,,,10,11.2,,
20.03.2021 17:45,19.7,688,,69,,,,,29.4,50%.,600-1000,10,13.9,0.6,9
20.03.2021 11:45,24.4,,,,,,60%.,,,,300-600,8,,,
20.03.2021 08:45,19.5,690.1,1.5,73,Wind blowing from the east-northeast,1,"10%  or less, but not 0",15.8,,"10%  or less, but not 0",600-1000,8,14.5,No precipitation,24
20.03.2021 05:45,16,688.6,,94,Wind blowing from the west-northwest,2,no clouds,,,,,8,15.1,,
19.03.2021 17:45,25,688,-0.5,54,Wind blowing from the south-east,2,"90  or more, but not 100%",,28.3,40%.,1000-1500,10,15,No precipitation,9
19.03.2021 14:45,27,688.5,-2.5,47,Wind blowing from the south-east,2,70 – 80%.,,,40%.,1000-1500,10,14.6,,
19.03.2021 11:45,24,691,-0.2,52,,,,,,"10%  or less, but not 0",1000-1500,10,13.4,,
19.03.2021 08:45,16.6,691.2,0.8,78,Wind blowing from the north-northwest,2,no clouds,13.3,,,,10,12.7,6,24
19.03.2021 05:45,13.9,690.4,,91,"Calm, no wind",0,no clouds,,,,,10,12.4,,
18.03.2021 17:45,18.8,689.8,,68,Wind blowing from the east,2,"90  or more, but not 100%",,28.5,40%.,600-1000,5,12.7,0.2,9
18.03.2021 11:45,25.8,691.1,-0.4,52,,,,,,,"2500 or more, or no clouds.",8,15.3,,
18.03.2021 08:45,17.7,691.5,1.2,80,,,,14.4,,,"2500 or more, or no clouds.",9,14.1,0.2,24
18.03.2021 05:45,14.7,690.3,,89,Wind blowing from the west,2,no clouds,,,,,8,12.9,,
17.03.2021 14:45,28.2,688.2,-2.5,42,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,9,13.9,,
17.03.2021 11:45,25.4,690.7,,52,Wind blowing from the south-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,9,14.8,,
17.03.2021 05:45,14.5,689.4,,93,Wind blowing from the north-west,2,no clouds,,,,,6,13.4,,
16.03.2021 17:45,20.4,688.9,0.6,83,,,,,28.4,40%.,600-1000,6,17.4,3,9
16.03.2021 14:45,28.2,688.3,,48,Wind blowing from the south-east,3,50%.,,,20–30%.,600-1000,6,16.1,,
16.03.2021 11:45,25,691.2,-0.2,55,Wind blowing from the north-northeast,2,20–30%.,,,20–30%.,1000-1500,6,15.2,,
16.03.2021 08:45,18.7,691.4,1.9,81,Wind blowing from the south-west,1,"10%  or less, but not 0",16,,"10%  or less, but not 0",600-1000,6,15.3,0.7,24
16.03.2021 05:45,16.4,689.5,,93,Wind blowing from the west-northwest,2,no clouds,,,,,7,15.3,,
15.03.2021 17:45,25,688.6,,57,,,,,28.2,40%.,600-1000,6,16,Trace of precipitation,9
15.03.2021 11:45,25,690.8,0.2,55,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,7,15.4,,
15.03.2021 08:45,18.6,690.6,1.3,78,,,,15,,"10%  or less, but not 0",600-1000,7,14.6,No precipitation,24
15.03.2021 05:45,15.2,689.3,,94,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,14.3,,
14.03.2021 17:45,23.9,689.1,-0.2,55,Wind blowing from the south-east,2,70 – 80%.,,27.2,50%.,600-1000,9,14.2,No precipitation,9
14.03.2021 14:45,25,689.3,-2.1,44,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,600-1000,10,11.9,,
14.03.2021 11:45,24.6,691.4,-0.2,51,Wind blowing from the south-southeast,2,20–30%.,,,"10%  or less, but not 0",600-1000,10,13.8,,
14.03.2021 08:45,16.6,691.6,1.2,73,Wind blowing from the south-southeast,1,no clouds,12.5,,,,10,11.7,No precipitation,24
14.03.2021 05:45,12.6,690.4,,94,Wind blowing from the north-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,11.6,,
13.03.2021 17:45,21.6,691.2,-1.2,60,Wind blowing from the south-east,2,"90  or more, but not 100%",,24.5,40%.,600-1000,10,13.5,No precipitation,9
13.03.2021 14:45,23.2,692.4,-2,53,Wind blowing from the south,2,"90  or more, but not 100%",,,50%.,600-1000,10,13.2,,
13.03.2021 11:45,23.8,694.4,0.1,50,Wind blowing from the south-east,2,"90  or more, but not 100%",,,50%.,600-1000,10,12.8,,
13.03.2021 08:45,18.8,694.3,1.2,70,Wind blowing from the east-southeast,1,20–30%.,14.7,,"10%  or less, but not 0",600-1000,10,13.1,0.6,24
13.03.2021 05:45,15,693.1,,87,Wind blowing from the south-east,2,40%.,,,"10%  or less, but not 0",600-1000,6,12.8,,
12.03.2021 17:45,24.6,692.5,0,56,Wind blowing from the east,3,70 – 80%.,,28.5,40%.,600-1000,8,15.2,No precipitation,9
12.03.2021 14:45,27.6,692.5,-2.6,45,Wind blowing from the south-southeast,2,40%.,,,20–30%.,600-1000,10,14.6,,
12.03.2021 11:45,24.4,695.1,-0.1,46,Wind blowing from the east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12,,
12.03.2021 08:45,16.2,695.2,1.6,76,Wind blowing from the south-southwest,1,20–30%.,11.8,,"10%  or less, but not 0",1000-1500,10,11.9,1,24
12.03.2021 05:45,12.6,693.6,,94,Wind blowing from the north-west,3,no clouds,,,,,7,11.6,,
11.03.2021 17:45,18.2,692.2,0.6,77,Wind blowing from the west-southwest,4,"90  or more, but not 100%",,27.9,50%.,600-1000,10,14.1,0.1,9
11.03.2021 14:45,27.8,691.6,-2.5,42,Wind blowing from the south-east,3,50%.,,,20–30%.,600-1000,10,13.7,,
11.03.2021 11:45,23,694.1,0.1,57,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,12,14,,
11.03.2021 08:45,16.8,694,2.1,80,Wind blowing from the south,2,"10%  or less, but not 0",11.1,,"10%  or less, but not 0",1000-1500,12,13.3,46,24
11.03.2021 05:45,12.3,691.9,,98,Wind blowing from the north-west,1,no clouds,,,,,8,12,,
10.03.2021 17:45,16.2,690.4,0.9,93,Wind blowing from the west,2,"90  or more, but not 100%",,28.2,40%.,600-1000,8,15,45,9
10.03.2021 14:45,23.2,689.5,-3.3,60,Wind blowing from the north-east,5,"90  or more, but not 100%",,,50%.,600-1000,6,15,,
10.03.2021 11:45,25.6,692.8,-0.3,56,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,7,16.1,,
10.03.2021 08:45,18.8,693.1,2.2,74,Wind blowing from the south,1,20–30%.,14.2,,"10%  or less, but not 0",600-1000,6,14.1,Trace of precipitation,24
10.03.2021 05:45,15.2,690.9,,96,Wind blowing from the west-northwest,1,no clouds,,,,,6,14.6,,
09.03.2021 17:45,24,689.5,-0.3,61,Wind blowing from the east-southeast,1,70 – 80%.,,28.5,40%.,600-1000,10,15.9,No precipitation,9
09.03.2021 14:45,28,689.8,-2.4,43,Wind blowing from the south-east,3,20–30%.,,,20–30%.,1000-1500,10,14.4,,
09.03.2021 11:45,25.2,692.2,-0.5,48,Wind blowing from the east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.4,,
