Local time in Rikaze,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,H,Td,RRR,tR
08.05.2021 11:00,12.6,480,749.8,0.4,33,3,,5,5.7,15.5,"2500 or more, or no clouds.",-3.2,No precipitation,12
08.05.2021 08:00,6.1,479.6,751,0.5,54,1,,6,3.5,15.5,"2500 or more, or no clouds.",-2.5,No precipitation,12
08.05.2021 05:00,7.5,479.1,748.8,-0.1,48,1,,,3.3,15.5,"2500 or more, or no clouds.",-2.8,No precipitation,12
08.05.2021 02:00,9.1,479.2,749.1,0,42,1,,12,3.3,15.5,"2500 or more, or no clouds.",-3.1,No precipitation,12
07.05.2021 23:00,10.1,479.2,750.4,1.3,44,2,,12,3.3,15.5,"2500 or more, or no clouds.",-1.6,No precipitation,12
07.05.2021 20:00,13.4,477.9,749.8,-0.7,30,3,,12,3.3,15.5,"2500 or more, or no clouds.",-3.8,No precipitation,12
07.05.2021 17:00,14.6,478.6,750.1,-1.5,33,3,,12,3.3,14.6,"2500 or more, or no clouds.",-1.5,0.2,12
07.05.2021 14:00,12.6,480.1,753.5,-1.2,38,3,,6,3.3,14,"2500 or more, or no clouds.",-1.3,0.2,12
07.05.2021 11:00,9.3,481.3,757.3,0.6,53,2,,,3.3,14.7,"2500 or more, or no clouds.",0.2,0.2,12
07.05.2021 08:00,3.5,480.7,757.6,0.4,90,1,,5,3.3,,"2500 or more, or no clouds.",2,0.9,12
07.05.2021 05:00,3.8,480.3,756.5,-0.3,89,0,,,3.3,14.7,"2500 or more, or no clouds.",2.2,0.7,12
07.05.2021 02:00,3.9,480.6,753.7,0,86,2,,10,3.3,14.7,"2500 or more, or no clouds.",1.8,2,12
06.05.2021 23:00,4.1,480.6,754.5,1.5,84,2,,10,3.7,14.7,"2500 or more, or no clouds.",1.6,2,12
06.05.2021 20:00,7.6,479.1,754.8,0.5,60,2,,10,3.7,14.7,"2500 or more, or no clouds.",0.3,0.9,12
06.05.2021 17:00,8.2,478.6,752.9,-0.1,61,4,,10,3.7,14.7,"2500 or more, or no clouds.",1.1,,
06.05.2021 14:00,13.6,478.7,749.2,-1.3,31,3,,7,3.7,14.7,"2500 or more, or no clouds.",-3.2,No precipitation,12
06.05.2021 11:00,12,480,751.8,0.9,37,2,,4,3.7,12.3,"2500 or more, or no clouds.",-2.2,No precipitation,12
06.05.2021 08:00,3.9,479.1,753.1,0.7,88,0,,,3.7,12.3,"2500 or more, or no clouds.",2.1,No precipitation,12
06.05.2021 05:00,5.3,478.4,751.5,-0.7,76,1,,7,4,12.3,"2500 or more, or no clouds.",1.4,No precipitation,12
06.05.2021 02:00,6.5,479.1,751.3,0,75,2,,7,3.2,12.3,"2500 or more, or no clouds.",2.4,No precipitation,12
05.05.2021 23:00,7.3,479.1,752.8,1.2,61,1,,7,3.2,12.3,"2500 or more, or no clouds.",0.1,No precipitation,12
05.05.2021 20:00,10.8,477.9,751,-0.2,46,2,,6,3.2,12.3,"2500 or more, or no clouds.",-0.6,No precipitation,12
05.05.2021 17:00,10,478.1,751.8,-1.5,49,2,,6,3.2,14.9,"2500 or more, or no clouds.",-0.2,No precipitation,12
05.05.2021 14:00,11.1,479.6,753.6,-1.3,45,1,,8,3.2,15.8,"2500 or more, or no clouds.",-0.4,1,12
05.05.2021 11:00,7.7,480.9,755,0.8,68,2,,9,3.2,15.8,"2500 or more, or no clouds.",2.2,1,12
05.05.2021 08:00,4.1,480.1,754.6,0.2,87,1,,9,3.2,15.8,"2500 or more, or no clouds.",2.1,1,12
05.05.2021 05:00,4,479.9,751.9,-0.5,85,2,,11,3.2,15.8,"2500 or more, or no clouds.",1.7,1,12
05.05.2021 02:00,3.9,480.4,754.4,0.5,87,3,,11,3.6,15.8,"2500 or more, or no clouds.",1.9,No precipitation,12
04.05.2021 23:00,8.3,479.9,752.4,1.7,58,1,,11,4.7,15.8,"2500 or more, or no clouds.",0.5,No precipitation,12
04.05.2021 20:00,10.5,478.2,751,0.8,45,4,,11,4.7,15.8,"2500 or more, or no clouds.",-0.9,No precipitation,12
04.05.2021 17:00,14.7,477.4,747.1,-2.3,31,4,,7,4.7,15.8,"2500 or more, or no clouds.",-2.2,No precipitation,12
04.05.2021 14:00,11.9,479.7,752,-1.1,37,4,,6,4.7,14.6,"2500 or more, or no clouds.",-2.3,No precipitation,12
04.05.2021 11:00,9.5,480.8,754.3,0.5,55,1,,6,4.7,14.6,"2500 or more, or no clouds.",0.7,No precipitation,12
04.05.2021 08:00,5.1,480.3,753.5,0.2,78,1,,8,2.6,14.6,"2500 or more, or no clouds.",1.6,No precipitation,12
04.05.2021 05:00,5.6,480.1,752.4,-0.1,73,2,,8,2.3,14.6,"2500 or more, or no clouds.",1.1,No precipitation,12
04.05.2021 02:00,6,480.2,752.2,0.2,67,1,,8,2.3,14.6,"2500 or more, or no clouds.",0.3,No precipitation,12
03.05.2021 23:00,7.6,480,753.7,2.1,59,4,,8,2.3,14.6,"2500 or more, or no clouds.",-0.1,No precipitation,12
03.05.2021 20:00,12,477.9,751.3,-0.2,34,3,,7,2.3,15.1,"2500 or more, or no clouds.",-3.4,No precipitation,12
03.05.2021 17:00,12.9,478.1,750.8,-1.9,33,3,,7,2.3,16,"2500 or more, or no clouds.",-3,No precipitation,12
03.05.2021 14:00,13.1,480,752.7,-1.5,41,2,,6,2.3,16.3,"2500 or more, or no clouds.",0.2,No precipitation,12
03.05.2021 11:00,8.5,481.5,755.6,0.9,61,2,,11,2.3,16.3,"2500 or more, or no clouds.",1.4,1,12
03.05.2021 08:00,2.5,480.6,753.6,0,91,1,,12,2.3,16.3,"2500 or more, or no clouds.",1.2,1,12
03.05.2021 05:00,2.8,480.6,752.9,-0.1,87,2,,12,2.8,16.3,"2500 or more, or no clouds.",0.9,1,12
03.05.2021 02:00,4.4,480.7,754.3,0.8,81,2,,12,3.6,16.3,"2500 or more, or no clouds.",1.4,1,12
02.05.2021 23:00,8,479.9,753.7,2.2,55,7,,12,3.6,16.3,"2500 or more, or no clouds.",-0.7,No precipitation,12
02.05.2021 20:00,15.1,477.7,748.3,-0.7,23,2,,8,3.6,16.3,"2500 or more, or no clouds.",-5.9,No precipitation,12
02.05.2021 17:00,16,478.4,748.8,-2.2,25,3,,8,3.6,16.3,"2500 or more, or no clouds.",-4,Trace of precipitation,12
02.05.2021 14:00,12.4,480.6,752.6,-1.2,39,4,,7,3.6,14.8,"2500 or more, or no clouds.",-1.2,Trace of precipitation,12
02.05.2021 11:00,7.7,481.8,756.7,0.7,60,4,,8,3.6,14.8,"2500 or more, or no clouds.",0.4,Trace of precipitation,12
02.05.2021 08:00,4,481.1,756,0.5,79,2,,8,3.6,14.8,"2500 or more, or no clouds.",0.7,Trace of precipitation,12
02.05.2021 05:00,4,480.6,754.6,-0.3,79,3,,9,4,14.8,"2500 or more, or no clouds.",0.7,No precipitation,12
02.05.2021 02:00,6.9,480.9,752,0.6,58,4,,9,4.2,14.8,"2500 or more, or no clouds.",-1,No precipitation,12
01.05.2021 23:00,8,480.3,753.6,1.4,55,2,,9,4.2,14.8,"2500 or more, or no clouds.",-0.7,No precipitation,12
01.05.2021 20:00,10.9,478.9,752.4,-0.1,36,2,,9,4.2,14.8,"2500 or more, or no clouds.",-3.6,Trace of precipitation,12
01.05.2021 17:00,11.9,479,750.7,-1.2,31,4,,9,4.2,16.6,"2500 or more, or no clouds.",-4.7,No precipitation,12
01.05.2021 14:00,14.2,480.2,749.4,-1.6,25,3,,8,4.2,16.6,"2500 or more, or no clouds.",-5.5,Trace of precipitation,12
01.05.2021 11:00,9,481.8,754,0.6,50,3,,8,4.2,16.6,"2500 or more, or no clouds.",-0.9,No precipitation,12
01.05.2021 08:00,4.3,481.2,755.1,0.6,71,3,,8,4.2,16.6,"2500 or more, or no clouds.",-0.5,Trace of precipitation,12
01.05.2021 05:00,6.4,480.6,751.2,0.1,53,2,,9,4.2,16.6,"2500 or more, or no clouds.",-2.5,No precipitation,12
01.05.2021 02:00,9.7,480.5,750.1,1,32,2,,9,4.2,16.6,"2500 or more, or no clouds.",-6.2,No precipitation,12
30.04.2021 23:00,11,479.5,750.3,1.3,27,2,,9,4.2,16.6,"2500 or more, or no clouds.",-7.3,No precipitation,12
30.04.2021 20:00,12.6,478.2,750.2,-0.6,21,4,,,4.2,16.6,"2500 or more, or no clouds.",-9.1,No precipitation,12
30.04.2021 17:00,15.3,478.8,749.1,-2.1,15,2,,6,4.2,15.8,"2500 or more, or no clouds.",-11.2,No precipitation,12
30.04.2021 14:00,13.8,480.9,753.1,-1.5,19,2,,6,4.2,13.8,"2500 or more, or no clouds.",-9.4,No precipitation,12
30.04.2021 11:00,9.4,482.4,757.3,0.2,35,2,,7,4.2,12.9,"2500 or more, or no clouds.",-5.3,No precipitation,12
30.04.2021 08:00,4.3,482.2,759.5,,67,1,,,3,12.9,,-1.3,No precipitation,6
30.04.2021 05:00,5.2,481.5,755.3,-0.5,59,2,,10,1.4,12.9,"2500 or more, or no clouds.",-2.2,Trace of precipitation,12
30.04.2021 02:00,5.6,482,756.8,0.1,56,2,,10,1.4,12.9,"2500 or more, or no clouds.",-2.7,Trace of precipitation,12
29.04.2021 23:00,7,481.9,755.8,1.4,48,4,,12,1.4,12.9,"2500 or more, or no clouds.",-3.3,Trace of precipitation,12
29.04.2021 20:00,7.7,480.5,757.6,-0.1,47,2,,12,1.4,12.9,"2500 or more, or no clouds.",-2.9,Trace of precipitation,12
29.04.2021 17:00,12.1,480.6,755.6,-2,25,3,,12,1.4,13.9,"2500 or more, or no clouds.",-7.3,No precipitation,12
29.04.2021 14:00,10.3,482.6,757.2,-1,29,4,,12,1.4,13.9,"2500 or more, or no clouds.",-7,Trace of precipitation,12
29.04.2021 11:00,10.5,483.6,756.9,0.3,23,2,,5,1.4,13.9,"2500 or more, or no clouds.",-9.8,No precipitation,12
29.04.2021 08:00,2.9,483.3,760,0.7,56,1,,6,1.4,13.9,"2500 or more, or no clouds.",-5.2,No precipitation,12
29.04.2021 05:00,2,482.6,758.4,0.2,55,0,,11,2,13.9,"2500 or more, or no clouds.",-6.3,No precipitation,12
29.04.2021 02:00,6.6,482.4,757.8,0.6,29,1,,12,3.3,13.9,"2500 or more, or no clouds.",-10.2,No precipitation,12
28.04.2021 23:00,9.7,481.8,755,1.3,25,2,,12,3.3,13.9,"2500 or more, or no clouds.",-9.4,Trace of precipitation,12
28.04.2021 20:00,11.2,480.5,755.2,-0.6,21,3,,12,3.3,13.9,"2500 or more, or no clouds.",-10.3,Trace of precipitation,12
28.04.2021 17:00,12.8,481.1,754.3,-2.3,18,3,,12,3.3,16.4,"2500 or more, or no clouds.",-10.9,Trace of precipitation,12
28.04.2021 14:00,8.8,483.4,759.4,-0.6,34,6,,12,3.3,16.4,"2500 or more, or no clouds.",-6.2,Trace of precipitation,12
28.04.2021 11:00,8.7,484,758.8,0.9,33,2,,,3.3,16.4,"2500 or more, or no clouds.",-6.7,No precipitation,12
28.04.2021 08:00,3.5,483.1,758.1,0.7,55,1,,12,3.3,16.4,"2500 or more, or no clouds.",-4.9,No precipitation,12
28.04.2021 05:00,4.9,482.4,754.3,0.1,53,3,,,3.5,16.4,"2500 or more, or no clouds.",-4.1,No precipitation,12
28.04.2021 02:00,6.6,482.3,754.3,0.9,38,4,,12,3.5,16.4,"2500 or more, or no clouds.",-6.7,No precipitation,12
27.04.2021 23:00,9.3,481.4,753.1,2.7,24,4,,12,3.5,16.4,"2500 or more, or no clouds.",-10.2,No precipitation,12
27.04.2021 20:00,13.2,478.7,751,0.1,13,2,,10,3.5,16.4,"2500 or more, or no clouds.",-14.6,No precipitation,12
27.04.2021 17:00,16.3,478.6,747.3,-2,11,3,,10,3.5,16.3,"2500 or more, or no clouds.",-14.2,Trace of precipitation,12
27.04.2021 14:00,14.5,480.6,751.2,-1.2,12,3,,9,3.5,15.4,"2500 or more, or no clouds.",-14.6,Trace of precipitation,12
27.04.2021 11:00,11.5,481.8,754.6,,22,2,,8,3.5,15.4,,-9.5,Trace of precipitation,6
27.04.2021 08:00,3.7,480.9,753.7,0.6,42,1,,8,3.5,15.4,"2500 or more, or no clouds.",-8.3,Trace of precipitation,12
27.04.2021 05:00,6.9,480.3,751.1,0.3,35,4,,7,0.8,15.4,"2500 or more, or no clouds.",-7.5,No precipitation,12
27.04.2021 02:00,7.5,480,751.9,0.7,27,1,,7,0.6,15.4,"2500 or more, or no clouds.",-10.3,No precipitation,12
26.04.2021 23:00,7.8,479.3,,1.4,18,0,,7,7.7,15.4,"2500 or more, or no clouds.",-15.1,No precipitation,12
26.04.2021 20:00,14.6,477.9,750.7,-1.2,5,1,,7,12.3,15.4,"2500 or more, or no clouds.",-24.7,No precipitation,12
26.04.2021 17:00,14.2,479.1,750.3,-2.1,9,2,,7,12.3,14.3,"2500 or more, or no clouds.",-17.8,No precipitation,12
26.04.2021 14:00,11.5,481.2,754,-0.9,14,2,,7,0.6,14.8,"2500 or more, or no clouds.",-15.1,No precipitation,12
26.04.2021 11:00,8.3,482.1,755.4,1,25,1,,8,0.6,14.8,"2500 or more, or no clouds.",-10.6,No precipitation,12
26.04.2021 08:00,0.8,481.1,757.1,0.8,44,1,,8,0.6,14.8,"2500 or more, or no clouds.",-10.1,No precipitation,12
26.04.2021 05:00,5.1,480.3,752.4,0.6,28,2,,8,0.9,14.8,"2500 or more, or no clouds.",-11.9,No precipitation,12
26.04.2021 02:00,7.1,479.7,751.6,1.1,20,2,,10,0.9,14.8,"2500 or more, or no clouds.",-14.4,No precipitation,12
25.04.2021 23:00,10.4,478.6,749.8,1.1,16,4,,10,0.9,14.8,"2500 or more, or no clouds.",-14.3,No precipitation,12
25.04.2021 20:00,12.2,477.5,751.2,,6,2,,10,0.9,14.8,"2500 or more, or no clouds.",-24.4,No precipitation,12
25.04.2021 17:00,13.7,478.5,749.5,,5,2,,10,0.9,17,,-25.3,No precipitation,6
25.04.2021 14:00,11.5,480.9,753,-1.4,7,3,,9,0.9,17,"2500 or more, or no clouds.",-23.2,No precipitation,12
25.04.2021 11:00,8.4,482.3,755.5,1.1,17,3,,10,0.9,17,"2500 or more, or no clouds.",-15.2,No precipitation,12
25.04.2021 08:00,1.3,481.2,755.6,1.5,34,1,,13,-2.9,17,"2500 or more, or no clouds.",-12.8,No precipitation,12
25.04.2021 05:00,5.6,479.7,749.6,0,20,2,,14,-3.5,17,"2500 or more, or no clouds.",-15.6,No precipitation,12
25.04.2021 02:00,8,479.7,749.9,1.3,17,3,,16,,17,"2500 or more, or no clouds.",-15.6,No precipitation,12
24.04.2021 23:00,10.6,478.4,749.2,2.3,10,4,,16,,17,"2500 or more, or no clouds.",-19.8,No precipitation,12
24.04.2021 20:00,14.4,476.1,750.1,0,5,6,,16,-3.5,17,"2500 or more, or no clouds.",-24.8,No precipitation,12
24.04.2021 17:00,16.5,476.1,747.1,-2.1,3,5,,16,-3.5,17,"2500 or more, or no clouds.",-28.9,No precipitation,12
24.04.2021 14:00,13.5,478.2,749.5,-1.9,4,2,,,-3.5,15.4,"2500 or more, or no clouds.",-27.9,No precipitation,12
24.04.2021 11:00,8.7,480.1,752.4,0.7,9,2,,6,-3.5,15.4,"2500 or more, or no clouds.",-22.5,No precipitation,12
24.04.2021 08:00,-2.9,479.4,756.5,1.1,32,1,,6,-3.5,15.4,"2500 or more, or no clouds.",-17.3,No precipitation,12
24.04.2021 05:00,0.2,478.3,751.9,-0.5,19,1,,10,-4.3,15.4,"2500 or more, or no clouds.",-20.7,No precipitation,12
24.04.2021 02:00,4.8,478.8,751.7,1.1,15,1,,10,-4.3,15.4,"2500 or more, or no clouds.",-19.7,No precipitation,12
23.04.2021 23:00,9.7,477.7,749.5,1,8,3,,,,15.4,"2500 or more, or no clouds.",-23,No precipitation,12
23.04.2021 20:00,12.3,476.7,751.9,-0.6,5,3,,,-4.3,15.4,"2500 or more, or no clouds.",-26.3,No precipitation,12
23.04.2021 17:00,14.3,477.3,751.2,-2.4,5,5,,10,-4.3,14.7,"2500 or more, or no clouds.",-24.9,No precipitation,12
23.04.2021 14:00,11.4,479.7,753.8,-1.4,6,3,,9,-4.3,12.1,"2500 or more, or no clouds.",-25,No precipitation,12
23.04.2021 11:00,7.2,481.1,756.8,1.1,13,2,,7,-4.3,12.1,"2500 or more, or no clouds.",-19.4,No precipitation,12
23.04.2021 08:00,-2.2,480,758.8,1.2,30,2,,13,-4.3,12.1,"2500 or more, or no clouds.",-17.4,No precipitation,12
23.04.2021 05:00,-1.2,478.8,755.6,0,22,1,,16,-1.2,12.1,"2500 or more, or no clouds.",-20.2,No precipitation,12
23.04.2021 02:00,3.6,478.8,752.5,0.5,14,2,,16,0.1,12.1,"2500 or more, or no clouds.",-21.4,No precipitation,12
22.04.2021 23:00,6.3,478.3,751.4,1.6,13,3,,16,0.1,12.1,"2500 or more, or no clouds.",-20.1,No precipitation,12
22.04.2021 20:00,9.4,476.7,752.1,-0.6,27,5,,16,0.1,12.5,"2500 or more, or no clouds.",-8.7,No precipitation,12
22.04.2021 17:00,10.8,477.3,748.9,-1.3,21,5,,13,0.1,14.6,"2500 or more, or no clouds.",-10.7,No precipitation,12
22.04.2021 14:00,11.3,478.6,749.7,-1.2,18,6,,12,0.1,16.9,"2500 or more, or no clouds.",-12.2,No precipitation,12
22.04.2021 11:00,9,479.8,751.8,0.1,23,1,,6,0.1,16.9,"2500 or more, or no clouds.",-11,No precipitation,12
22.04.2021 08:00,0.3,479.7,755,0.6,49,0,,8,0.1,16.9,"2500 or more, or no clouds.",-9.2,No precipitation,12
22.04.2021 05:00,6,479.1,749.9,-0.8,28,2,,,0.4,16.9,"2500 or more, or no clouds.",-11.1,No precipitation,12
22.04.2021 02:00,7.7,479.9,749.5,0.2,26,2,,10,0.4,16.9,"2500 or more, or no clouds.",-10.6,No precipitation,12
21.04.2021 23:00,9.7,479.7,750.7,2,26,3,,10,0.4,16.9,"2500 or more, or no clouds.",-8.9,No precipitation,12
21.04.2021 20:00,12.5,477.7,751.4,0.9,21,5,,10,0.4,16.9,"2500 or more, or no clouds.",-9.2,No precipitation,12
21.04.2021 17:00,14.1,476.8,747.1,-1.8,13,3,,9,0.4,16.9,"2500 or more, or no clouds.",-13.9,No precipitation,12
21.04.2021 14:00,15.2,478.6,749.5,-1.8,11,3,,7,0.4,16.8,"2500 or more, or no clouds.",-15.1,No precipitation,12
21.04.2021 11:00,10.6,480.4,752.8,0.9,17,2,,5,0.4,16.8,"2500 or more, or no clouds.",-13.4,No precipitation,12
21.04.2021 08:00,1.1,479.5,753.1,1.2,39,1,,5,0.4,16.8,"2500 or more, or no clouds.",-11.3,No precipitation,12
21.04.2021 05:00,4.6,478.3,748.4,0.1,24,2,,9,0.7,16.8,"2500 or more, or no clouds.",-14.2,No precipitation,12
21.04.2021 02:00,4.2,478.2,750,1,19,1,,10,1.9,16.8,"2500 or more, or no clouds.",-17.4,No precipitation,12
20.04.2021 23:00,8,477.2,748,1.2,12,1,,12,1.9,16.8,"2500 or more, or no clouds.",-19.7,No precipitation,12
20.04.2021 20:00,14.4,476,745.3,-0.2,4,2,,12,1.9,16.8,"2500 or more, or no clouds.",-27.3,No precipitation,12
20.04.2021 17:00,15.9,476.2,743.6,-1.6,3,5,,12,1.9,16.5,"2500 or more, or no clouds.",-29.3,No precipitation,12
20.04.2021 14:00,13.3,477.8,747.2,-0.7,6,4,,12,1.9,16.4,"2500 or more, or no clouds.",-23.6,No precipitation,12
20.04.2021 11:00,10.2,478.5,748,1.1,12,5,,10,1.9,16.4,"2500 or more, or no clouds.",-18,No precipitation,12
20.04.2021 08:00,5.2,477.4,747.8,1.4,21,2,,,1.9,16.4,"2500 or more, or no clouds.",-15.4,No precipitation,12
20.04.2021 05:00,7.2,476,743.2,0.2,17,4,,15,3.8,16.4,"2500 or more, or no clouds.",-16.2,No precipitation,12
20.04.2021 02:00,7.8,475.8,744.6,1,16,3,,18,2.8,16.4,"2500 or more, or no clouds.",-16.5,No precipitation,12
19.04.2021 23:00,11.5,474.8,743.2,1.7,12,5,,18,2.8,16.4,"2500 or more, or no clouds.",-16.9,No precipitation,12
19.04.2021 20:00,13.9,473.1,741.7,-0.5,2,5,,18,2.8,16.4,"2500 or more, or no clouds.",-34.9,No precipitation,12
19.04.2021 17:00,16,473.6,740.5,-2.2,3,5,,18,2.8,16.2,"2500 or more, or no clouds.",-29.3,No precipitation,12
19.04.2021 14:00,12.4,475.8,745.1,-1.5,5,4,,16,2.8,16.2,"2500 or more, or no clouds.",-26.3,No precipitation,12
19.04.2021 11:00,8.4,477.3,748.3,0.6,10,5,,11,2.8,16.2,"2500 or more, or no clouds.",-21.5,No precipitation,12
19.04.2021 08:00,4,476.7,747.9,0.9,16,3,,13,-0.4,16.2,"2500 or more, or no clouds.",-19.6,No precipitation,12
19.04.2021 05:00,5.4,475.8,744.1,-0.3,15,2,,13,-0.7,16.2,"2500 or more, or no clouds.",-19.2,No precipitation,12
19.04.2021 02:00,7.1,476.1,744.7,0.7,15,3,,13,-0.7,16.2,"2500 or more, or no clouds.",-17.8,No precipitation,12
18.04.2021 23:00,9.5,475.4,745,1.9,10,4,,13,-0.7,16.2,"2500 or more, or no clouds.",-20.6,No precipitation,12
18.04.2021 20:00,12.9,473.5,745.6,-0.3,6,7,,13,-0.7,16.2,"2500 or more, or no clouds.",-23.9,No precipitation,12
18.04.2021 17:00,15.9,473.8,742.6,-2.9,8,4,,11,-0.7,16.2,"2500 or more, or no clouds.",-18.3,No precipitation,12
18.04.2021 14:00,13.6,476.7,747,-2.4,9,4,,8,-0.7,14.2,"2500 or more, or no clouds.",-18.7,No precipitation,12
18.04.2021 11:00,8.9,479.1,751.8,0.2,28,2,,5,-0.7,14.2,"2500 or more, or no clouds.",-8.6,No precipitation,12
18.04.2021 08:00,-0.5,478.9,755.2,0.7,64,1,,5,-1.4,14.2,"2500 or more, or no clouds.",-6.5,No precipitation,12
18.04.2021 05:00,2.3,478.2,750.8,-0.4,53,1,,10,-1.4,14.2,"2500 or more, or no clouds.",-6.3,No precipitation,12
18.04.2021 02:00,5,478.6,751.5,0.1,46,2,,10,-1.4,14.2,"2500 or more, or no clouds.",-5.9,No precipitation,12
17.04.2021 23:00,7.9,478.5,752.5,1.2,36,2,,10,-1.4,14.2,"2500 or more, or no clouds.",-6.2,No precipitation,12
17.04.2021 20:00,10.9,477.3,753.1,0,26,2,,10,-1.4,14.2,"2500 or more, or no clouds.",-7.8,No precipitation,12
17.04.2021 17:00,13.6,477.3,750.9,-2.4,17,1,,5,-1.4,14.2,"2500 or more, or no clouds.",-11,No precipitation,12
17.04.2021 14:00,11,479.7,755.5,-1.5,27,2,,,-1.4,11.3,"2500 or more, or no clouds.",-7.3,No precipitation,12
17.04.2021 11:00,6.1,481.2,760.4,0.8,62,2,,,-1.4,12.9,"2500 or more, or no clouds.",-0.8,No precipitation,12
17.04.2021 08:00,-1.2,480.4,760.4,0.9,93,0,,8,-1.3,12.9,"2500 or more, or no clouds.",-2.2,Trace of precipitation,12
17.04.2021 05:00,-0.1,479.5,760,-0.3,92,1,,8,-0.1,12.9,"2500 or more, or no clouds.",-1.2,Trace of precipitation,12
17.04.2021 02:00,1.1,479.8,757.6,-0.1,88,0,,13,1,12.9,"2500 or more, or no clouds.",-0.7,Trace of precipitation,12
16.04.2021 23:00,1.8,479.9,755.9,1.8,86,1,,17,1,12.9,"2500 or more, or no clouds.",-0.3,Trace of precipitation,12
16.04.2021 20:00,7,478.1,755.2,-0.4,46,3,,17,1,12.9,"2500 or more, or no clouds.",-3.8,Trace of precipitation,12
16.04.2021 17:00,4.3,478.5,756,-0.3,67,5,,17,1,15.2,"2500 or more, or no clouds.",-1.3,No precipitation,12
16.04.2021 14:00,7.7,478.8,753.7,-1,42,8,,17,1,15.2,"2500 or more, or no clouds.",-4.4,Trace of precipitation,12
16.04.2021 11:00,10,479.8,752.5,0.7,28,2,,,1,15.2,"2500 or more, or no clouds.",-7.7,No precipitation,12
16.04.2021 08:00,1.2,479.1,754.2,0.6,47,1,,10,1.2,15.2,"2500 or more, or no clouds.",-8.9,No precipitation,12
16.04.2021 05:00,3.7,478.5,750,-0.6,34,1,,11,-0.2,15.2,"2500 or more, or no clouds.",-10.7,No precipitation,12
16.04.2021 02:00,4.8,479.1,751.4,0.2,30,0,,11,-0.2,15.2,"2500 or more, or no clouds.",-11.3,No precipitation,12
15.04.2021 23:00,7.5,478.9,751.8,1.9,24,2,,11,-0.2,15.2,"2500 or more, or no clouds.",-11.8,No precipitation,12
15.04.2021 20:00,11.5,477,750.9,0.1,16,6,,11,-0.2,15.2,"2500 or more, or no clouds.",-13.5,No precipitation,12
15.04.2021 17:00,14.6,476.9,746.2,-2.5,4,5,,10,-0.2,15.1,"2500 or more, or no clouds.",-27.1,No precipitation,12
15.04.2021 14:00,12.7,479.4,750,-1.4,9,4,,9,-0.2,14.5,"2500 or more, or no clouds.",-19.4,No precipitation,12
15.04.2021 11:00,8.7,480.8,753.4,0.8,11,4,,9,-0.2,14.5,"2500 or more, or no clouds.",-20.2,No precipitation,12
15.04.2021 08:00,1.2,480,755,0.6,27,3,,11,-2.4,14.5,"2500 or more, or no clouds.",-15.7,No precipitation,12
15.04.2021 05:00,5.7,479.4,750.7,0,18,3,,16,-2.6,14.5,"2500 or more, or no clouds.",-16.8,No precipitation,12
15.04.2021 02:00,7.9,479.4,750.6,0.5,15,2,,16,,14.5,"2500 or more, or no clouds.",-17.2,No precipitation,12
14.04.2021 23:00,9.7,478.9,751.5,1.4,15,4,,16,-2.6,14.5,"2500 or more, or no clouds.",-15.7,No precipitation,12
14.04.2021 20:00,12.6,477.5,753.1,-1.1,4,2,,16,-2.6,14.5,"2500 or more, or no clouds.",-28.5,No precipitation,12
14.04.2021 17:00,13.8,478.6,752.3,-2.7,5,2,,8,-2.6,14,"2500 or more, or no clouds.",-25.3,No precipitation,12
14.04.2021 14:00,11.6,481.3,756.1,-1.4,12,2,,5,-2.6,13,"2500 or more, or no clouds.",-16.9,No precipitation,12
14.04.2021 11:00,7,482.7,759.1,0.9,26,1,,10,-2.6,13,"2500 or more, or no clouds.",-11.2,No precipitation,12
14.04.2021 08:00,-2.5,481.8,761.2,1.2,60,1,,12,-2.6,13,"2500 or more, or no clouds.",-9.2,No precipitation,12
14.04.2021 05:00,0.8,480.6,756.4,0,45,1,,12,0.3,13,"2500 or more, or no clouds.",-9.8,No precipitation,12
14.04.2021 02:00,3.8,480.6,755,0.8,32,1,,12,0.3,13,"2500 or more, or no clouds.",-11.4,No precipitation,12
13.04.2021 23:00,6.9,479.8,755,2.6,26,6,,12,0.3,13,"2500 or more, or no clouds.",-11.3,No precipitation,12
13.04.2021 20:00,10.5,477.2,752.3,-0.4,7,4,,10,0.3,13,"2500 or more, or no clouds.",-23.9,No precipitation,12
13.04.2021 17:00,12,477.6,750.3,-1.9,6,3,,,0.3,13.4,"2500 or more, or no clouds.",-24.5,No precipitation,12
13.04.2021 14:00,11.5,479.5,752.2,-1.5,9,5,,9,0.3,13.4,"2500 or more, or no clouds.",-20.3,No precipitation,12
13.04.2021 11:00,6.3,481,756.3,0.8,21,2,,6,0.3,13.4,"2500 or more, or no clouds.",-14.4,No precipitation,12
13.04.2021 08:00,0.3,480.2,757,0.7,36,1,,10,-0.7,13.4,"2500 or more, or no clouds.",-13,No precipitation,12
13.04.2021 05:00,3.2,479.5,753,-0.1,31,2,,15,-0.9,13.4,"2500 or more, or no clouds.",-12.3,No precipitation,12
13.04.2021 02:00,5.6,479.6,752.8,0.4,21,2,,15,-0.9,13.4,"2500 or more, or no clouds.",-15,No precipitation,12
12.04.2021 23:00,7.9,479.2,752.4,1.6,16,4,,15,,13.4,"2500 or more, or no clouds.",-16.4,No precipitation,12
