Local time in Dadeldhura,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
17.04.2021 08:45,15.8,611.7,,64,Wind blowing from the south,2,"90  or more, but not 100%",12.2,,60%.,200-300,6,8.9,1,24
16.04.2021 17:45,21.6,608.3,-0.5,40,Wind blowing from the west,2,20–30%.,,27,20–30%.,200-300,8,7.4,No precipitation,9
16.04.2021 14:45,26.2,608.8,-2.1,23,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,3.4,,
16.04.2021 11:45,25.4,610.9,0.8,26,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,6,4.4,,
16.04.2021 08:45,21.3,610.1,,37,Wind blowing from the south,2,50%.,13.5,,40%.,200-300,6,5.8,No precipitation,24
15.04.2021 17:45,19.8,608.9,-0.2,35,Wind blowing from the south,4,70 – 80%.,,27.2,50%.,200-300,6,3.9,No precipitation,9
15.04.2021 14:45,25.6,609.1,-2.2,18,Wind blowing from the east,3,50%.,,,40%.,200-300,6,-0.5,,
15.04.2021 11:45,26.2,611.3,0.7,33,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,6,8.7,,
15.04.2021 08:45,19.2,610.6,1.2,40,Wind blowing from the south,2,20–30%.,15.2,,20–30%.,200-300,8,5.1,No precipitation,24
15.04.2021 05:45,15,609.4,,49,Wind blowing from the east,2,50%.,,,40%.,200-300,6,4.2,,
14.04.2021 17:45,22.1,608.6,-0.9,34,Wind blowing from the east,2,20–30%.,,27.7,20–30%.,200-300,8,5.4,No precipitation,9
14.04.2021 14:45,27.2,609.5,-1.4,24,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,5.1,,
14.04.2021 11:45,25.8,610.9,0.2,21,,,,,,20–30%.,200-300,8,1.9,,
14.04.2021 08:45,21,610.7,1.3,29,,,,15.2,,20–30%.,200-300,6,2.1,No precipitation,24
14.04.2021 05:45,15.2,609.4,,41,,,,,,40%.,200-300,6,2.1,,
13.04.2021 17:45,20.8,609.1,-1.6,34,Wind blowing from the east,2,20–30%.,,26.4,20–30%.,200-300,8,4.4,No precipitation,9
13.04.2021 14:45,25.1,610.7,-1.1,30,Wind blowing from the south,2,50%.,,,40%.,200-300,8,6.1,,
13.04.2021 11:45,25,611.8,0.3,26,Wind blowing from the east,2,no clouds,,,,,8,4,,
13.04.2021 08:45,20.4,611.5,,38,Wind blowing from the south-east,2,no clouds,14.5,,,,7,5.7,No precipitation,24
12.04.2021 14:45,24.8,611.4,-1.5,20,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,0.4,,
12.04.2021 11:45,24.4,612.9,0.8,25,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,8,2.9,,
12.04.2021 08:45,18,612.1,1.2,33,Wind blowing from the south-east,2,20–30%.,13.5,,20–30%.,300-600,6,1.6,No precipitation,24
12.04.2021 05:45,13.6,610.9,,48,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,2.7,,
11.04.2021 17:45,20,610.5,-0.2,24,Wind blowing from the east,2,20–30%.,,25.2,20–30%.,200-300,8,-1.4,No precipitation,9
11.04.2021 14:45,23.7,610.7,-1.1,26,Wind blowing from the south,2,40%.,,,20–30%.,200-300,8,2.8,,
11.04.2021 11:45,24.3,611.8,0.5,23,Wind blowing from the east,2,40%.,,,20–30%.,200-300,8,1.9,,
11.04.2021 08:45,18.2,611.3,1.1,38,Wind blowing from the south-east,2,50%.,12.3,,20–30%.,300-600,6,3.4,No precipitation,24
11.04.2021 05:45,12.4,610.2,,45,Wind blowing from the east,2,no clouds,,,,,6,0.6,,
10.04.2021 17:45,19.3,609.9,-0.4,34,Wind blowing from the south,2,40%.,,25,20–30%.,200-300,8,2.8,No precipitation,9
10.04.2021 14:45,23.8,610.3,-1.2,22,Wind blowing from the west,2,40%.,,,"10%  or less, but not 0",200-300,8,1,,
10.04.2021 11:45,23,611.5,0.9,28,Wind blowing from the east,2,20–30%.,,,"10%  or less, but not 0",200-300,8,3.3,,
10.04.2021 08:45,17.4,610.6,1.2,31,,,,12.5,,"10%  or less, but not 0",300-600,8,-0.1,No precipitation,24
10.04.2021 05:45,12.6,609.4,,45,Wind blowing from the east,1,no clouds,,,,,6,0.9,,
09.04.2021 17:45,19.9,608.5,-0.7,28,Wind blowing from the east,2,20–30%.,,25.5,20–30%.,200-300,8,0.6,No precipitation,9
09.04.2021 14:45,24.1,609.2,-1.4,26,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,3.3,,
09.04.2021 11:45,22.8,610.6,0.3,30,Wind blowing from the west,2,no clouds,,,,,8,4.5,,
09.04.2021 08:45,17.4,610.3,1.6,38,Wind blowing from the east,1,no clouds,11.5,,,,8,2.7,No precipitation,24
09.04.2021 05:45,11.6,608.7,,44,,,,,,,"2500 or more, or no clouds.",6,-0.4,,
08.04.2021 17:45,19.9,608.2,,27,Wind blowing from the east-southeast,2,20–30%.,,26,20–30%.,200-300,8,0.3,No precipitation,9
08.04.2021 14:45,23.4,609.2,-2,28,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,3.7,,
08.04.2021 11:45,24.3,611.2,0.8,34,Wind blowing from the west,3,20–30%.,,,20–30%.,200-300,8,7.5,,
08.04.2021 08:45,17.8,610.4,1,45,Wind blowing from the south,2,no clouds,11.9,,,,8,5.7,No precipitation,24
08.04.2021 05:45,12.4,609.4,,49,,,,,,,"2500 or more, or no clouds.",6,1.8,,
07.04.2021 17:45,20.3,610.5,-0.4,46,Wind blowing from the south-southwest,2,60%.,,24,40%.,200-300,8,8.4,No precipitation,9
07.04.2021 14:45,22.5,610.9,-0.6,39,Wind blowing from the east,2,60%.,,,40%.,300-600,8,7.8,,
07.04.2021 11:45,20.4,611.5,0.4,42,Wind blowing from the east,3,70 – 80%.,,,40%.,300-600,8,7,,
07.04.2021 08:45,14.2,611.1,1.5,54,,,,13.3,,50%.,200-300,6,5,0.6,24
07.04.2021 05:45,13.8,609.6,,56,Wind blowing from the east,4,70 – 80%.,,,50%.,200-300,6,5.2,,
06.04.2021 17:45,22.3,608.6,-0.4,25,,,,,26.8,"10%  or less, but not 0",200-300,8,1.1,No precipitation,9
06.04.2021 14:45,25.3,609,-1.6,32,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,7.6,,
06.04.2021 11:45,25.6,610.6,0.3,29,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,8,6,,
06.04.2021 08:45,21.2,610.3,1.3,41,Wind blowing from the south-east,2,50%.,14.7,,20–30%.,200-300,7,7.3,No precipitation,24
06.04.2021 05:45,16.6,609,,48,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,6,5.4,,
05.04.2021 17:45,20.3,608.8,-0.4,34,Wind blowing from the east,2,40%.,,25.5,20–30%.,200-300,8,3.9,No precipitation,9
05.04.2021 14:45,24.5,609.2,-1.4,30,Wind blowing from the south,2,50%.,,,40%.,200-300,8,5.7,,
05.04.2021 11:45,23.4,610.6,0.3,34,Wind blowing from the east,2,40%.,,,20–30%.,300-600,6,6.4,,
05.04.2021 08:45,19.6,610.3,2.1,38,Wind blowing from the south-east,2,20–30%.,12.5,,20–30%.,300-600,6,5,No precipitation,24
05.04.2021 05:45,14.6,608.2,,43,Wind blowing from the east-southeast,1,no clouds,,,,,6,2.2,,
04.04.2021 14:45,22.3,608.8,-1,26,Wind blowing from the east,2,40%.,,,20–30%.,200-300,8,1.6,,
04.04.2021 11:45,23.2,609.8,0.5,27,Wind blowing from the south-east,1,20–30%.,,,20–30%.,300-600,8,3.1,,
04.04.2021 08:45,16.4,609.3,,35,Wind blowing from the south,1,20–30%.,10.1,,20–30%.,300-600,7,0.7,No precipitation,24
03.04.2021 17:45,17.2,607.3,-0.6,28,Wind blowing from the south,2,20–30%.,,22.3,20–30%.,200-300,10,-1.7,No precipitation,9
03.04.2021 14:45,21.4,607.9,0.3,26,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,0.9,,
03.04.2021 11:45,20.8,607.6,0.6,19,,,,,,20–30%.,300-600,10,-3.6,,
03.04.2021 08:45,15.6,607,1.8,43,Wind blowing from the south-east,2,50%.,8.6,,20–30%.,300-600,8,3.1,No precipitation,24
03.04.2021 05:45,8.8,605.2,,54,Wind blowing from the east,2,no clouds,,,,,6,-0.2,,
02.04.2021 17:45,17.1,604.7,-0.3,30,Wind blowing from the north-west,2,20–30%.,,23.8,20–30%.,200-300,8,-0.9,No precipitation,9
02.04.2021 14:45,19.7,605,-0.4,29,Wind blowing from the west,2,40%.,,,20–30%.,200-300,10,0.9,,
02.04.2021 11:45,21.6,605.4,0.6,12,,,,,,,"2500 or more, or no clouds.",10,-8.8,,
02.04.2021 08:45,16.4,604.8,1.5,43,Wind blowing from the south-east,2,no clouds,9.5,,,,8,3.8,No precipitation,24
02.04.2021 05:45,9.8,603.3,,57,Wind blowing from the east,2,no clouds,,,,,6,1.6,,
01.04.2021 17:45,17.3,602.9,-0.3,43,Wind blowing from the east,2,no clouds,,22.6,,,10,4.4,No precipitation,9
01.04.2021 14:45,21.6,603.2,-0.7,27,Wind blowing from the south-southwest,2,no clouds,,,,,8,1.9,,
01.04.2021 11:45,20.6,603.9,0.3,32,Wind blowing from the east,2,no clouds,,,,,10,3.2,,
01.04.2021 08:45,17.2,603.6,1.2,49,Wind blowing from the east,1,no clouds,10.1,,,,8,6.2,No precipitation,24
01.04.2021 05:45,10.2,602.4,,61,Wind blowing from the east,2,no clouds,,,,,6,3,,
31.03.2021 17:45,18.4,603.4,-0.2,41,Wind blowing from the east,2,20–30%.,,24.8,20–30%.,200-300,8,5,No precipitation,9
31.03.2021 14:45,21.9,603.6,-0.6,42,Wind blowing from the west,2,50%.,,,40%.,200-300,8,8.5,,
31.03.2021 11:45,23.4,604.2,0.5,30,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,8,4.6,,
31.03.2021 08:45,18.8,603.7,0.1,52,Wind blowing from the south-east,2,"10%  or less, but not 0",12.8,,no clouds,"2500 or more, or no clouds.",8,8.7,No precipitation,24
31.03.2021 05:45,13,603.6,,69,Wind blowing from the east,1,no clouds,,,,,6,7.5,,
30.03.2021 14:45,25.9,605.1,-1.5,28,Wind blowing from the west,3,20–30%.,,,20–30%.,200-300,8,6,,
30.03.2021 11:45,25,606.6,0.3,31,Wind blowing from the east-southeast,1,20–30%.,,,20–30%.,300-600,8,6.5,,
30.03.2021 08:45,19,606.3,-2.4,51,Wind blowing from the east,1,"10%  or less, but not 0",12.7,,"10%  or less, but not 0",300-600,8,8.5,No precipitation,24
30.03.2021 05:45,13.2,608.7,,68,Wind blowing from the east,1,no clouds,,,,,6,7.4,,
29.03.2021 17:45,22,607.6,-1,46,Wind blowing from the east,2,20–30%.,,24.8,"10%  or less, but not 0",300-600,8,9.8,No precipitation,9
29.03.2021 14:45,24.3,608.6,-1.1,40,Wind blowing from the west,2,40%.,,,20–30%.,200-300,8,9.8,,
29.03.2021 11:45,21.2,609.7,0.1,42,Wind blowing from the south,3,20–30%.,,,"10%  or less, but not 0",300-600,8,7.7,,
29.03.2021 08:45,17.8,609.6,1.4,57,Wind blowing from the east,1,"10%  or less, but not 0",12.7,,no clouds,"2500 or more, or no clouds.",8,9,No precipitation,24
29.03.2021 05:45,13.6,608.2,,54,,,,,,,"2500 or more, or no clouds.",6,4.3,,
28.03.2021 17:45,19.5,607.7,0,51,Wind blowing from the east,2,40%.,,23.8,20–30%.,200-300,8,9,No precipitation,9
28.03.2021 14:45,22.3,607.7,-2.5,43,Wind blowing from the south,2,50%.,,,20–30%.,200-300,8,9.2,,
28.03.2021 11:45,21.4,610.2,0.5,43,Wind blowing from the east,2,50%.,,,20–30%.,200-300,8,8.4,,
28.03.2021 08:45,16.2,609.7,1.3,55,Wind blowing from the south-east,1,20–30%.,12,,"10%  or less, but not 0",300-600,8,7,No precipitation,24
28.03.2021 05:45,12.6,608.4,,66,Wind blowing from the east,1,no clouds,,,,,6,6.3,,
27.03.2021 17:45,19.1,608.4,-0.4,43,,,,,24.4,20–30%.,200-300,8,6.1,No precipitation,9
27.03.2021 14:45,22.7,608.8,-1.6,33,,,,,,"10%  or less, but not 0",200-300,8,5.5,,
27.03.2021 11:45,22.4,610.4,0.1,41,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,8,8.3,,
27.03.2021 08:45,16.6,610.3,1.6,54,Wind blowing from the south-east,2,20–30%.,11,,"10%  or less, but not 0",300-600,8,7.1,No precipitation,24
27.03.2021 05:45,11.4,608.7,,69,,,,,,,"2500 or more, or no clouds.",6,5.9,,
26.03.2021 17:45,19.6,607.7,-0.9,46,Wind blowing from the south,2,20–30%.,,24,20–30%.,200-300,8,7.5,No precipitation,9
26.03.2021 14:45,23.4,608.6,-1.7,27,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,8,3.2,,
26.03.2021 11:45,22.8,610.3,-0.2,35,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,8,6.7,,
26.03.2021 08:45,17.8,610.5,2,40,Wind blowing from the east,2,"10%  or less, but not 0",10,,"10%  or less, but not 0",200-300,8,3.8,No precipitation,24
26.03.2021 05:45,10.4,608.5,,60,Wind blowing from the east,1,no clouds,,,,,6,2.8,,
25.03.2021 17:45,17,608.4,-0.8,43,Wind blowing from the west,2,20–30%.,,21.5,20–30%.,200-300,8,4.1,No precipitation,9
25.03.2021 14:45,21.2,609.2,-1.1,27,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,1.6,,
25.03.2021 11:45,20.3,610.3,-0.1,30,Wind blowing from the west,3,20–30%.,,,20–30%.,200-300,8,2.1,,
25.03.2021 08:45,14.7,610.4,1.4,49,Wind blowing from the south,2,20–30%.,8,,20–30%.,200-300,8,4,0.1,24
25.03.2021 05:45,8,609,,71,Wind blowing from the east,2,no clouds,,,,,6,3,,
24.03.2021 17:45,13.2,610.9,0.3,53,Wind blowing from the north-west,2,"90  or more, but not 100%",,21,60%.,200-300,8,3.8,0.1,9
24.03.2021 14:45,15.8,610.6,-2.1,43,Wind blowing from the west,2,100%.,,,60%.,200-300,6,3.1,,
24.03.2021 11:45,19.2,612.7,0.2,29,,,,,,20–30%.,200-300,8,0.5,,
24.03.2021 08:45,16.8,612.5,1.6,49,Wind blowing from the south-east,2,"10%  or less, but not 0",11.2,,"10%  or less, but not 0",300-600,8,6.1,No precipitation,24
24.03.2021 05:45,11.6,610.9,,65,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,5.1,,
23.03.2021 17:45,18.5,611.3,-0.6,41,Wind blowing from the west,3,"90  or more, but not 100%",,23.6,20–30%.,200-300,8,4.8,No precipitation,9
23.03.2021 14:45,20.8,611.9,-1.5,40,Wind blowing from the east,3,"90  or more, but not 100%",,,60%.,200-300,8,6.5,,
23.03.2021 11:45,21,613.4,1.2,38,Wind blowing from the east,2,70 – 80%.,,,50%.,200-300,8,6.1,,
23.03.2021 08:45,17.2,612.2,1.8,47,Wind blowing from the south-east,2,40%.,10.5,,20–30%.,300-600,8,5.7,No precipitation,24
23.03.2021 05:45,11.4,610.4,,62,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,6,4.4,,
22.03.2021 17:45,19.2,609.8,-1.5,54,Wind blowing from the east,2,50%.,,24,40%.,200-300,8,9.7,No precipitation,9
22.03.2021 14:45,23.2,611.3,-0.9,32,Wind blowing from the north-west,2,60%.,,,40%.,200-300,8,5.4,,
22.03.2021 11:45,21,612.2,0.6,42,Wind blowing from the east,3,60%.,,,40%.,200-300,8,7.4,,
22.03.2021 08:45,16.7,611.6,3.5,56,Wind blowing from the west,2,"10%  or less, but not 0",12.2,,"10%  or less, but not 0",200-300,8,7.8,No precipitation,24
22.03.2021 05:45,12.2,608.1,,69,Wind blowing from the east,3,no clouds,,,,,6,6.6,,
21.03.2021 17:45,18.3,608.4,-1,48,Wind blowing from the east,2,50%.,,23.4,40%.,200-300,8,7,No precipitation,9
21.03.2021 14:45,21.7,609.4,-0.6,40,Wind blowing from the south,2,60%.,,,40%.,200-300,8,7.3,,
21.03.2021 11:45,22.1,610,0,38,Wind blowing from the east,2,50%.,,,40%.,200-300,8,7,,
21.03.2021 08:45,15.4,610,1.8,54,Wind blowing from the south-east,2,"10%  or less, but not 0",10.3,,no clouds,"2500 or more, or no clouds.",6,6,No precipitation,24
21.03.2021 05:45,10.4,608.2,,65,Wind blowing from the east,1,no clouds,,,,,6,4.1,,
20.03.2021 17:45,18.5,608.3,,39,,,,,23.3,40%.,200-300,8,4.2,No precipitation,9
20.03.2021 11:45,21.4,610.1,0.4,39,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,8,6.9,,
20.03.2021 08:45,16.4,609.7,1.2,49,Wind blowing from the south,2,40%.,11.9,,20–30%.,300-600,6,5.6,No precipitation,24
20.03.2021 05:45,12,608.5,,61,Wind blowing from the east,1,no clouds,,,,,6,4.7,,
19.03.2021 17:45,18.6,609.9,-0.4,45,Wind blowing from the east,2,60%.,,23.5,40%.,200-300,8,6.5,No precipitation,9
19.03.2021 14:45,22.8,610.3,-0.4,27,Wind blowing from the south,2,70 – 80%.,,,40%.,200-300,8,3,,
19.03.2021 11:45,21.2,610.7,0,30,,,,,,20–30%.,300-600,8,3,,
19.03.2021 08:45,17.4,610.7,1.6,47,Wind blowing from the south-east,2,40%.,11.5,,"10%  or less, but not 0",300-600,8,6,No precipitation,24
19.03.2021 05:45,12.2,609.1,,65,Wind blowing from the east,2,no clouds,,,,,6,5.8,,
18.03.2021 17:45,18.2,609.7,,44,Wind blowing from the south-southwest,3,50%.,,23.2,40%.,200-300,8,5.6,No precipitation,9
18.03.2021 11:45,20.2,611,0.3,25,,,,,,40%.,200-300,10,-0.6,,
18.03.2021 08:45,16.4,610.7,1.3,70,,,,10.9,,,"2500 or more, or no clouds.",8,10.9,No precipitation,24
18.03.2021 05:45,11.4,609.4,,78,Wind blowing from the east,2,no clouds,,,,,6,7.6,,
17.03.2021 11:45,20.3,610.3,,39,Wind blowing from the west,2,20–30%.,,,20–30%.,200-300,8,5.8,,
17.03.2021 05:45,10.2,608.6,,79,Wind blowing from the south-east,2,no clouds,,,,,6,6.7,,
16.03.2021 17:45,17.8,608.8,-0.8,43,,,,,22.8,20–30%.,200-300,8,5,No precipitation,9
16.03.2021 14:45,22.5,609.6,,38,Wind blowing from the south,2,50%.,,,40%.,200-300,10,7.6,,
16.03.2021 11:45,20.1,610.7,0.4,42,Wind blowing from the north,2,20–30%.,,,20–30%.,200-300,10,6.8,,
16.03.2021 08:45,15.2,610.3,1.2,66,Wind blowing from the south-east,2,20–30%.,10.7,,"10%  or less, but not 0",300-600,8,8.9,No precipitation,24
16.03.2021 05:45,10.8,609.1,,79,Wind blowing from the east,1,no clouds,,,,,6,7.3,,
15.03.2021 17:45,18.7,609.2,,32,,,,,23.8,40%.,200-300,10,1.7,No precipitation,9
15.03.2021 11:45,20.4,610.4,-0.2,45,Wind blowing from the north-west,2,no clouds,,,,,8,7.9,,
15.03.2021 08:45,16.6,610.6,1.7,54,,,,10,,,"2500 or more, or no clouds.",8,7.3,No precipitation,24
15.03.2021 05:45,10.2,608.9,,79,Wind blowing from the east,1,no clouds,,,,,6,6.7,,
14.03.2021 17:45,17.9,609.4,-0.9,46,Wind blowing from the west,2,"10%  or less, but not 0",,22.2,"10%  or less, but not 0",200-300,10,6,No precipitation,9
14.03.2021 14:45,21.3,610.3,-0.6,30,Wind blowing from the west,2,20–30%.,,,20–30%.,200-300,8,2.9,,
14.03.2021 11:45,19,610.9,0.3,49,Wind blowing from the east,2,50%.,,,40%.,200-300,8,8.1,,
14.03.2021 08:45,13.8,610.6,0.8,72,Wind blowing from the south-east,2,40%.,10.1,,20–30%.,300-600,8,8.8,No precipitation,24
14.03.2021 05:45,10.2,609.8,,83,Wind blowing from the east,1,no clouds,,,,,6,7.4,,
13.03.2021 17:45,16.5,611.8,-0.9,53,Wind blowing from the south,2,20–30%.,,21.5,20–30%.,200-300,10,6.9,No precipitation,9
13.03.2021 14:45,20.2,612.7,-1.7,35,Wind blowing from the west,2,20–30%.,,,20–30%.,200-300,10,4.2,,
13.03.2021 11:45,18.8,614.4,1.5,41,Wind blowing from the north,3,60%.,,,50%.,200-300,10,5.2,,
13.03.2021 08:45,12.6,612.9,0.9,66,Wind blowing from the south-east,2,"90  or more, but not 100%",9.3,,50%.,200-300,8,6.3,No precipitation,24
13.03.2021 05:45,9.4,612,,76,Wind blowing from the east,1,no clouds,,,,,6,5.4,,
12.03.2021 17:45,16.6,612.3,-1,59,Wind blowing from the north,3,"90  or more, but not 100%",,22.8,70 – 80%.,300-600,8,8.5,No precipitation,9
12.03.2021 14:45,20,613.3,-1.3,43,Wind blowing from the west,2,100%.,,,40%.,200-300,8,7.1,,
12.03.2021 11:45,21.2,614.6,2.4,37,Wind blowing from the south,2,50%.,,,40%.,200-300,8,5.9,,
12.03.2021 08:45,16,612.2,1.8,48,Wind blowing from the east,3,50%.,10.7,,40%.,200-300,8,5,No precipitation,24
12.03.2021 05:45,11,610.4,,68,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,6,5.2,,
11.03.2021 17:45,19.4,611.2,-0.3,37,Wind blowing from the east,2,20–30%.,,23.2,20–30%.,200-300,10,4.2,No precipitation,9
11.03.2021 14:45,22.2,611.5,-1.7,31,Wind blowing from the north,3,50%.,,,40%.,200-300,10,4,,
11.03.2021 11:45,21,613.2,2.1,40,Wind blowing from the east,2,60%.,,,40%.,200-300,10,6.7,,
11.03.2021 08:45,16,611.1,1.2,48,Wind blowing from the east-southeast,1,no clouds,9.1,,,,8,5,No precipitation,24
11.03.2021 05:45,9.4,609.9,,68,Wind blowing from the east,1,no clouds,,,,,6,3.7,,
10.03.2021 17:45,15.7,610,-1.2,52,Wind blowing from the east,4,100%.,,21,60%.,200-300,8,5.7,No precipitation,9
10.03.2021 14:45,19.5,611.2,-1.2,47,Wind blowing from the south,2,60%.,,,40%.,200-300,21,7.9,,
10.03.2021 11:45,19.4,612.4,0.7,43,Wind blowing from the north,5,"90  or more, but not 100%",,,50%.,300-600,8,6.3,,
10.03.2021 08:45,15.5,611.7,1.5,65,Wind blowing from the south,2,"10%  or less, but not 0",11.2,,no clouds,"2500 or more, or no clouds.",8,8.9,No precipitation,24
10.03.2021 05:45,12,610.2,,71,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,6,6.8,,
09.03.2021 17:45,18.6,609.4,-1.2,35,Wind blowing from the north-west,2,20–30%.,,21.8,20–30%.,200-300,8,2.8,No precipitation,9
09.03.2021 14:45,21.1,610.6,-1.6,28,Wind blowing from the east,2,20–30%.,,,20–30%.,200-300,10,1.7,,
09.03.2021 11:45,19.4,612.2,2.2,41,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,10,5.6,,
09.03.2021 08:45,15.6,610,0.9,44,,,,9,,,"2500 or more, or no clouds.",8,3.2,0.1,24
09.03.2021 05:45,9.2,609.1,,74,Wind blowing from the east,1,no clouds,,,,,6,4.8,,
08.03.2021 17:45,16.2,610.9,-0.1,66,Wind blowing from the north,3,70 – 80%.,,18.8,50%.,200-300,8,9.9,No precipitation,9
08.03.2021 14:45,17.8,611,,55,Wind blowing from the east,2,60%.,,,50%.,200-300,8,8.6,,
08.03.2021 08:45,9.2,611.4,1.7,94,Wind blowing from the east,4,"90  or more, but not 100%",9.1,,60%.,200-300,8,8.2,4,24
08.03.2021 05:45,10.4,609.7,,81,Wind blowing from the south,3,70 – 80%.,,,50%.,200-300,6,7.3,,
07.03.2021 17:45,16.1,609.4,-1,55,Wind blowing from the north,3,60%.,,20.8,40%.,200-300,10,7.1,No precipitation,9
07.03.2021 14:45,19.9,610.4,-0.5,39,Wind blowing from the south,2,60%.,,,50%.,200-300,10,5.4,,
07.03.2021 11:45,17.8,610.9,0.9,48,Wind blowing from the west,5,70 – 80%.,,,60%.,200-300,10,6.5,,
07.03.2021 08:45,12.7,610,1.8,62,Wind blowing from the south,2,"90  or more, but not 100%",9.4,,60%.,200-300,8,5.6,No precipitation,24
07.03.2021 05:45,10.6,608.2,,70,Wind blowing from the east,2,70 – 80%.,,,50%.,200-300,6,5.2,,
06.03.2021 17:45,16.3,608.7,-0.4,53,Wind blowing from the west,2,no clouds,,21.3,,,8,6.7,No precipitation,9
06.03.2021 14:45,20.7,609.1,-0.8,28,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,8,1.4,,
06.03.2021 11:45,19.2,609.9,0.8,35,Wind blowing from the north,3,no clouds,,,,,8,3.2,,
06.03.2021 08:45,14,609.1,1.5,45,Wind blowing from the east,1,no clouds,9.1,,,,8,2.3,No precipitation,24
06.03.2021 05:45,9.2,607.6,,60,Wind blowing from the south-east,2,no clouds,,,,,6,1.7,,
05.03.2021 17:45,15.3,607.9,-1.1,40,Wind blowing from the north,2,"10%  or less, but not 0",,21.2,"10%  or less, but not 0",200-300,8,1.7,No precipitation,9
05.03.2021 14:45,20.7,609,-0.5,28,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,8,1.6,,
05.03.2021 11:45,17.8,609.5,0.2,27,Wind blowing from the north,3,no clouds,,,,,8,-1.3,,
05.03.2021 08:45,13.6,609.3,0.9,30,,,,10,,,"2500 or more, or no clouds.",8,-3.8,No precipitation,24
05.03.2021 05:45,10.2,608.4,,52,Wind blowing from the east,1,no clouds,,,,,6,0.6,,
04.03.2021 17:45,16,608.7,-1.2,54,Wind blowing from the east,3,"10%  or less, but not 0",,20.6,"10%  or less, but not 0",200-300,10,6.5,No precipitation,9
04.03.2021 14:45,19.5,609.9,-0.8,24,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,-1.4,,
04.03.2021 11:45,17.8,610.7,0,29,Wind blowing from the north-west,2,no clouds,,,,,10,-0.7,,
04.03.2021 08:45,14,610.7,2.5,39,Wind blowing from the east-southeast,1,no clouds,8.7,,,,8,0.2,No precipitation,24
